"series","subject","block","n_reps","mean","ci_lower","ci_upper","block_start_day","scenario"
"occupancy","R2B operating theatres",8,30,0.164088951698852,0.158144605855552,0.170033297542151,211,"high_intensity"
"occupancy","R2B operating theatres",9,30,0.168095018068609,0.160623756103458,0.175566280033759,241,"high_intensity"
"occupancy","R2B operating theatres",10,30,0.169962671731424,0.162324383169936,0.177600960292912,271,"high_intensity"
"occupancy","R2B operating theatres",11,30,0.166872266938215,0.161722372167952,0.172022161708479,301,"high_intensity"
"occupancy","R2B operating theatres",12,30,0.165413966021914,0.15759768923913,0.173230242804698,331,"high_intensity"
"occupancy","R2E holding beds",1,30,0.897651290954322,0.885915537944226,0.909387043964419,1,"high_intensity"
"occupancy","R2E holding beds",2,30,0.999290704012083,0.998946540220222,0.999634867803944,31,"high_intensity"
"occupancy","R2E holding beds",3,30,0.999924390361725,0.999850942870797,0.999997837852653,61,"high_intensity"
"occupancy","R2E holding beds",4,30,0.999947907849722,0.999892930465658,1.00000288523379,91,"high_intensity"
"occupancy","R2E holding beds",5,30,0.999988921234846,0.999973813994889,1.0000040284748,121,"high_intensity"
"occupancy","R2E holding beds",6,30,0.999999848639589,0.99999953907279,1.00000015820639,151,"high_intensity"
"occupancy","R2E holding beds",7,30,1,1,1,181,"high_intensity"
"occupancy","R2E holding beds",8,30,1,1,1,211,"high_intensity"
"occupancy","R2E holding beds",9,30,1,1,1,241,"high_intensity"
"occupancy","R2E holding beds",10,30,1,1,1,271,"high_intensity"
"occupancy","R2E holding beds",11,30,1,1,1,301,"high_intensity"
"occupancy","R2E holding beds",12,30,1,1,1,331,"high_intensity"
"occupancy","R2E intensive care",1,30,0.973016874183412,0.967482284657407,0.978551463709418,1,"high_intensity"
"occupancy","R2E intensive care",2,30,1,1,1,31,"high_intensity"
"occupancy","R2E intensive care",3,30,1,1,1,61,"high_intensity"
"occupancy","R2E intensive care",4,30,1,1,1,91,"high_intensity"
"occupancy","R2E intensive care",5,30,1,1,1,121,"high_intensity"
"occupancy","R2E intensive care",6,30,1,1,1,151,"high_intensity"
"occupancy","R2E intensive care",7,30,1,1,1,181,"high_intensity"
"occupancy","R2E intensive care",8,30,1,1,1,211,"high_intensity"
"occupancy","R2E intensive care",9,30,1,1,1,241,"high_intensity"
"occupancy","R2E intensive care",10,30,1,1,1,271,"high_intensity"
"occupancy","R2E intensive care",11,30,1,1,1,301,"high_intensity"
"occupancy","R2E intensive care",12,30,1,1,1,331,"high_intensity"
"occupancy","R2E operating theatres",1,30,0.936071560195937,0.921413336957903,0.950729783433971,1,"high_intensity"
"occupancy","R2E operating theatres",2,30,1,1,1,31,"high_intensity"
"occupancy","R2E operating theatres",3,30,1,1,1,61,"high_intensity"
"occupancy","R2E operating theatres",4,30,1,1,1,91,"high_intensity"
"occupancy","R2E operating theatres",5,30,1,1,1,121,"high_intensity"
"occupancy","R2E operating theatres",6,30,1,1,1,151,"high_intensity"
"occupancy","R2E operating theatres",7,30,1,1,1,181,"high_intensity"
"occupancy","R2E operating theatres",8,30,1,1,1,211,"high_intensity"
"occupancy","R2E operating theatres",9,30,1,1,1,241,"high_intensity"
"occupancy","R2E operating theatres",10,30,1,1,1,271,"high_intensity"
"occupancy","R2E operating theatres",11,30,1,1,1,301,"high_intensity"
"occupancy","R2E operating theatres",12,30,1,1,1,331,"high_intensity"
