"stage","replication","day","n_decisions","daily_rate","cumulative_rate","intensity"
"Stabilisation",10,1,6,0.166666666666667,0.166666666666667,"High intensity"
"Stabilisation",10,2,5,0.4,0.272727272727273,"High intensity"
"Stabilisation",10,3,2,0,0.230769230769231,"High intensity"
"Stabilisation",10,4,1,0,0.214285714285714,"High intensity"
"Stabilisation",10,5,7,0.285714285714286,0.238095238095238,"High intensity"
"Stabilisation",10,6,5,0.4,0.269230769230769,"High intensity"
"Stabilisation",10,7,8,0.375,0.294117647058824,"High intensity"
"Stabilisation",10,8,5,0.8,0.358974358974359,"High intensity"
"Stabilisation",10,9,4,0.5,0.372093023255814,"High intensity"
"Stabilisation",10,10,4,0.75,0.404255319148936,"High intensity"
"Stabilisation",10,11,11,0.636363636363636,0.448275862068966,"High intensity"
"Stabilisation",10,12,3,0.333333333333333,0.442622950819672,"High intensity"
"Stabilisation",10,13,6,0.666666666666667,0.462686567164179,"High intensity"
"Stabilisation",10,14,9,1,0.526315789473684,"High intensity"
"Stabilisation",10,15,4,1,0.55,"High intensity"
"Stabilisation",10,16,9,1,0.595505617977528,"High intensity"
"Stabilisation",10,17,12,1,0.643564356435644,"High intensity"
"Stabilisation",10,18,4,1,0.657142857142857,"High intensity"
"Stabilisation",10,19,9,1,0.684210526315789,"High intensity"
"Stabilisation",10,20,8,1,0.704918032786885,"High intensity"
"Stabilisation",10,21,5,1,0.716535433070866,"High intensity"
"Stabilisation",10,22,11,1,0.739130434782609,"High intensity"
"Stabilisation",10,23,10,1,0.756756756756757,"High intensity"
"Stabilisation",10,24,5,1,0.764705882352941,"High intensity"
"Stabilisation",10,25,7,1,0.775,"High intensity"
"Stabilisation",10,26,7,1,0.784431137724551,"High intensity"
"Stabilisation",10,27,6,1,0.791907514450867,"High intensity"
"Stabilisation",10,28,9,1,0.802197802197802,"High intensity"
"Stabilisation",10,29,2,1,0.804347826086957,"High intensity"
"Stabilisation",10,30,6,1,0.810526315789474,"High intensity"
"Stabilisation",11,1,3,0,0,"High intensity"
"Stabilisation",11,2,3,0.333333333333333,0.166666666666667,"High intensity"
"Stabilisation",11,3,6,0.666666666666667,0.416666666666667,"High intensity"
"Stabilisation",11,4,4,0,0.3125,"High intensity"
"Stabilisation",11,5,4,0.5,0.35,"High intensity"
"Stabilisation",11,6,0,NA,0.35,"High intensity"
"Stabilisation",11,7,0,NA,0.35,"High intensity"
"Stabilisation",11,8,8,0.625,0.428571428571429,"High intensity"
"Stabilisation",11,9,7,0.714285714285714,0.485714285714286,"High intensity"
"Stabilisation",11,10,8,0.875,0.558139534883721,"High intensity"
"Stabilisation",11,11,5,1,0.604166666666667,"High intensity"
"Stabilisation",11,12,7,1,0.654545454545455,"High intensity"
"Stabilisation",11,13,2,1,0.666666666666667,"High intensity"
"Stabilisation",11,14,5,1,0.693548387096774,"High intensity"
"Stabilisation",11,15,6,1,0.720588235294118,"High intensity"
"Stabilisation",11,16,2,1,0.728571428571429,"High intensity"
"Stabilisation",11,17,6,1,0.75,"High intensity"
"Stabilisation",11,18,5,1,0.765432098765432,"High intensity"
"Stabilisation",11,19,5,1,0.779069767441861,"High intensity"
"Stabilisation",11,20,4,1,0.788888888888889,"High intensity"
"Stabilisation",11,21,8,1,0.806122448979592,"High intensity"
"Stabilisation",11,22,5,1,0.815533980582524,"High intensity"
"Stabilisation",11,23,5,1,0.824074074074074,"High intensity"
"Stabilisation",11,24,10,1,0.838983050847458,"High intensity"
"Stabilisation",11,25,5,1,0.845528455284553,"High intensity"
"Stabilisation",11,26,2,1,0.848,"High intensity"
"Stabilisation",11,27,7,1,0.856060606060606,"High intensity"
"Stabilisation",11,28,6,1,0.86231884057971,"High intensity"
"Stabilisation",11,29,6,1,0.868055555555556,"High intensity"
"Stabilisation",11,30,4,1,0.871621621621622,"High intensity"
"Stabilisation",12,1,4,0,0,"High intensity"
"Stabilisation",12,2,7,0.714285714285714,0.454545454545455,"High intensity"
"Stabilisation",12,3,3,1,0.571428571428571,"High intensity"
"Stabilisation",12,4,4,0.25,0.5,"High intensity"
"Stabilisation",12,5,5,0.6,0.521739130434783,"High intensity"
"Stabilisation",12,6,6,0.333333333333333,0.482758620689655,"High intensity"
"Stabilisation",12,7,5,1,0.558823529411765,"High intensity"
"Stabilisation",12,8,5,1,0.615384615384615,"High intensity"
"Stabilisation",12,9,4,1,0.651162790697674,"High intensity"
"Stabilisation",12,10,7,1,0.7,"High intensity"
"Stabilisation",12,11,4,1,0.722222222222222,"High intensity"
"Stabilisation",12,12,3,1,0.736842105263158,"High intensity"
"Stabilisation",12,13,4,1,0.754098360655738,"High intensity"
"Stabilisation",12,14,1,1,0.758064516129032,"High intensity"
"Stabilisation",12,15,4,1,0.772727272727273,"High intensity"
"Stabilisation",12,16,4,1,0.785714285714286,"High intensity"
"Stabilisation",12,17,9,1,0.810126582278481,"High intensity"
"Stabilisation",12,18,2,1,0.814814814814815,"High intensity"
"Stabilisation",12,19,5,1,0.825581395348837,"High intensity"
"Stabilisation",12,20,4,1,0.833333333333333,"High intensity"
"Stabilisation",12,21,7,1,0.845360824742268,"High intensity"
"Stabilisation",12,22,8,1,0.857142857142857,"High intensity"
"Stabilisation",12,23,7,1,0.866071428571429,"High intensity"
"Stabilisation",12,24,8,1,0.875,"High intensity"
"Stabilisation",12,25,9,1,0.883720930232558,"High intensity"
"Stabilisation",12,26,9,1,0.891304347826087,"High intensity"
"Stabilisation",12,27,3,1,0.893617021276596,"High intensity"
"Stabilisation",12,28,4,1,0.896551724137931,"High intensity"
"Stabilisation",12,29,5,1,0.9,"High intensity"
"Stabilisation",12,30,5,1,0.903225806451613,"High intensity"
"Stabilisation",13,1,8,0.375,0.375,"High intensity"
"Stabilisation",13,2,2,1,0.5,"High intensity"
"Stabilisation",13,3,6,0.166666666666667,0.375,"High intensity"
"Stabilisation",13,4,1,1,0.411764705882353,"High intensity"
"Stabilisation",13,5,1,0,0.388888888888889,"High intensity"
"Stabilisation",13,6,3,0.333333333333333,0.380952380952381,"High intensity"
"Stabilisation",13,7,5,1,0.5,"High intensity"
"Stabilisation",13,8,6,0.833333333333333,0.5625,"High intensity"
"Stabilisation",13,9,7,0.428571428571429,0.538461538461538,"High intensity"
"Stabilisation",13,10,6,0.666666666666667,0.555555555555556,"High intensity"
"Stabilisation",13,11,4,1,0.591836734693878,"High intensity"
"Stabilisation",13,12,8,1,0.649122807017544,"High intensity"
"Stabilisation",13,13,4,1,0.672131147540984,"High intensity"
"Stabilisation",13,14,13,1,0.72972972972973,"High intensity"
"Stabilisation",13,15,7,1,0.753086419753086,"High intensity"
"Stabilisation",13,16,7,1,0.772727272727273,"High intensity"
"Stabilisation",13,17,7,1,0.789473684210526,"High intensity"
"Stabilisation",13,18,3,1,0.795918367346939,"High intensity"
"Stabilisation",13,19,9,1,0.813084112149533,"High intensity"
"Stabilisation",13,20,5,1,0.821428571428571,"High intensity"
"Stabilisation",13,21,7,1,0.831932773109244,"High intensity"
"Stabilisation",13,22,6,1,0.84,"High intensity"
"Stabilisation",13,23,5,1,0.846153846153846,"High intensity"
"Stabilisation",13,24,4,1,0.850746268656716,"High intensity"
"Stabilisation",13,25,7,1,0.858156028368794,"High intensity"
"Stabilisation",13,26,6,1,0.863945578231292,"High intensity"
"Stabilisation",13,27,8,1,0.870967741935484,"High intensity"
"Stabilisation",13,28,6,1,0.875776397515528,"High intensity"
"Stabilisation",13,29,8,1,0.881656804733728,"High intensity"
"Stabilisation",13,30,4,1,0.884393063583815,"High intensity"
"Stabilisation",14,1,6,0.5,0.5,"High intensity"
"Stabilisation",14,2,6,0.166666666666667,0.333333333333333,"High intensity"
"Stabilisation",14,3,2,0.5,0.357142857142857,"High intensity"
"Stabilisation",14,4,7,0.714285714285714,0.476190476190476,"High intensity"
"Stabilisation",14,5,2,1,0.521739130434783,"High intensity"
"Stabilisation",14,6,5,1,0.607142857142857,"High intensity"
"Stabilisation",14,7,6,0.833333333333333,0.647058823529412,"High intensity"
"Stabilisation",14,8,10,0.7,0.659090909090909,"High intensity"
"Stabilisation",14,9,7,0.571428571428571,0.647058823529412,"High intensity"
"Stabilisation",14,10,6,0.666666666666667,0.649122807017544,"High intensity"
"Stabilisation",14,11,7,1,0.6875,"High intensity"
"Stabilisation",14,12,8,1,0.722222222222222,"High intensity"
"Stabilisation",14,13,8,1,0.75,"High intensity"
"Stabilisation",14,14,1,1,0.753086419753086,"High intensity"
"Stabilisation",14,15,3,1,0.761904761904762,"High intensity"
"Stabilisation",14,16,6,1,0.777777777777778,"High intensity"
"Stabilisation",14,17,5,1,0.789473684210526,"High intensity"
"Stabilisation",14,18,5,1,0.8,"High intensity"
"Stabilisation",14,19,5,1,0.80952380952381,"High intensity"
"Stabilisation",14,20,4,1,0.81651376146789,"High intensity"
"Stabilisation",14,21,8,1,0.829059829059829,"High intensity"
"Stabilisation",14,22,7,1,0.838709677419355,"High intensity"
"Stabilisation",14,23,3,1,0.84251968503937,"High intensity"
"Stabilisation",14,24,7,1,0.850746268656716,"High intensity"
"Stabilisation",14,25,7,1,0.858156028368794,"High intensity"
"Stabilisation",14,26,3,1,0.861111111111111,"High intensity"
"Stabilisation",14,27,6,1,0.866666666666667,"High intensity"
"Stabilisation",14,28,6,1,0.871794871794872,"High intensity"
"Stabilisation",14,29,7,1,0.877300613496933,"High intensity"
"Stabilisation",14,30,7,1,0.882352941176471,"High intensity"
"Stabilisation",15,1,2,0,0,"High intensity"
"Stabilisation",15,2,5,1,0.714285714285714,"High intensity"
"Stabilisation",15,3,4,0.25,0.545454545454545,"High intensity"
"Stabilisation",15,4,2,1,0.615384615384615,"High intensity"
"Stabilisation",15,5,6,0.666666666666667,0.631578947368421,"High intensity"
"Stabilisation",15,6,5,0.6,0.625,"High intensity"
"Stabilisation",15,7,6,0.5,0.6,"High intensity"
"Stabilisation",15,8,5,0.4,0.571428571428571,"High intensity"
"Stabilisation",15,9,10,0.7,0.6,"High intensity"
"Stabilisation",15,10,6,1,0.647058823529412,"High intensity"
"Stabilisation",15,11,6,1,0.684210526315789,"High intensity"
"Stabilisation",15,12,3,1,0.7,"High intensity"
"Stabilisation",15,13,8,1,0.735294117647059,"High intensity"
"Stabilisation",15,14,6,1,0.756756756756757,"High intensity"
"Stabilisation",15,15,6,1,0.775,"High intensity"
"Stabilisation",15,16,6,1,0.790697674418605,"High intensity"
"Stabilisation",15,17,8,1,0.808510638297872,"High intensity"
"Stabilisation",15,18,8,1,0.823529411764706,"High intensity"
"Stabilisation",15,19,4,1,0.830188679245283,"High intensity"
"Stabilisation",15,20,4,1,0.836363636363636,"High intensity"
"Stabilisation",15,21,8,1,0.847457627118644,"High intensity"
"Stabilisation",15,22,6,1,0.854838709677419,"High intensity"
"Stabilisation",15,23,11,1,0.866666666666667,"High intensity"
"Stabilisation",15,24,5,1,0.871428571428571,"High intensity"
"Stabilisation",15,25,10,1,0.88,"High intensity"
"Stabilisation",15,26,6,1,0.884615384615385,"High intensity"
"Stabilisation",15,27,5,1,0.888198757763975,"High intensity"
"Stabilisation",15,28,5,1,0.891566265060241,"High intensity"
"Stabilisation",15,29,8,1,0.896551724137931,"High intensity"
"Stabilisation",15,30,8,1,0.901098901098901,"High intensity"
"Stabilisation",16,1,2,0,0,"High intensity"
"Stabilisation",16,2,9,0.444444444444444,0.363636363636364,"High intensity"
"Stabilisation",16,3,4,0.25,0.333333333333333,"High intensity"
"Stabilisation",16,4,5,0.2,0.3,"High intensity"
"Stabilisation",16,5,6,0.833333333333333,0.423076923076923,"High intensity"
"Stabilisation",16,6,7,1,0.545454545454545,"High intensity"
"Stabilisation",16,7,3,1,0.583333333333333,"High intensity"
"Stabilisation",16,8,3,1,0.615384615384615,"High intensity"
"Stabilisation",16,9,12,1,0.705882352941177,"High intensity"
"Stabilisation",16,10,5,1,0.732142857142857,"High intensity"
"Stabilisation",16,11,6,1,0.758064516129032,"High intensity"
"Stabilisation",16,12,7,1,0.782608695652174,"High intensity"
"Stabilisation",16,13,9,1,0.807692307692308,"High intensity"
"Stabilisation",16,14,3,1,0.814814814814815,"High intensity"
"Stabilisation",16,15,7,1,0.829545454545455,"High intensity"
"Stabilisation",16,16,6,1,0.840425531914894,"High intensity"
"Stabilisation",16,17,8,1,0.852941176470588,"High intensity"
"Stabilisation",16,18,7,1,0.862385321100917,"High intensity"
"Stabilisation",16,19,4,1,0.867256637168142,"High intensity"
"Stabilisation",16,20,4,1,0.871794871794872,"High intensity"
"Stabilisation",16,21,7,1,0.879032258064516,"High intensity"
"Stabilisation",16,22,10,1,0.888059701492537,"High intensity"
"Stabilisation",16,23,5,1,0.892086330935252,"High intensity"
"Stabilisation",16,24,6,1,0.896551724137931,"High intensity"
"Stabilisation",16,25,6,1,0.900662251655629,"High intensity"
"Stabilisation",16,26,7,1,0.905063291139241,"High intensity"
"Stabilisation",16,27,5,1,0.907975460122699,"High intensity"
"Stabilisation",16,28,4,1,0.910179640718563,"High intensity"
"Stabilisation",16,29,8,1,0.914285714285714,"High intensity"
"Stabilisation",16,30,7,1,0.917582417582418,"High intensity"
"Stabilisation",17,1,1,0,0,"High intensity"
"Stabilisation",17,2,5,0.2,0.166666666666667,"High intensity"
"Stabilisation",17,3,5,0.8,0.454545454545455,"High intensity"
"Stabilisation",17,4,3,0.666666666666667,0.5,"High intensity"
"Stabilisation",17,5,9,0,0.304347826086957,"High intensity"
"Stabilisation",17,6,7,0.285714285714286,0.3,"High intensity"
"Stabilisation",17,7,4,0.75,0.352941176470588,"High intensity"
"Stabilisation",17,8,1,0,0.342857142857143,"High intensity"
"Stabilisation",17,9,6,0.5,0.365853658536585,"High intensity"
"Stabilisation",17,10,5,1,0.434782608695652,"High intensity"
"Stabilisation",17,11,8,0.875,0.5,"High intensity"
"Stabilisation",17,12,2,1,0.517857142857143,"High intensity"
"Stabilisation",17,13,11,0.545454545454545,0.522388059701492,"High intensity"
"Stabilisation",17,14,6,0.5,0.520547945205479,"High intensity"
"Stabilisation",17,15,7,0.857142857142857,0.55,"High intensity"
"Stabilisation",17,16,9,1,0.595505617977528,"High intensity"
"Stabilisation",17,17,4,1,0.612903225806452,"High intensity"
"Stabilisation",17,18,6,1,0.636363636363636,"High intensity"
"Stabilisation",17,19,5,1,0.653846153846154,"High intensity"
"Stabilisation",17,20,6,1,0.672727272727273,"High intensity"
"Stabilisation",17,21,4,1,0.684210526315789,"High intensity"
"Stabilisation",17,22,5,1,0.697478991596639,"High intensity"
"Stabilisation",17,23,7,1,0.714285714285714,"High intensity"
"Stabilisation",17,24,4,1,0.723076923076923,"High intensity"
"Stabilisation",17,25,5,1,0.733333333333333,"High intensity"
"Stabilisation",17,26,4,1,0.741007194244604,"High intensity"
"Stabilisation",17,27,8,1,0.755102040816326,"High intensity"
"Stabilisation",17,28,4,1,0.76158940397351,"High intensity"
"Stabilisation",17,29,4,1,0.767741935483871,"High intensity"
"Stabilisation",17,30,7,1,0.777777777777778,"High intensity"
"Stabilisation",18,1,7,0.285714285714286,0.285714285714286,"High intensity"
"Stabilisation",18,2,3,1,0.5,"High intensity"
"Stabilisation",18,3,6,1,0.6875,"High intensity"
"Stabilisation",18,4,5,0.6,0.666666666666667,"High intensity"
"Stabilisation",18,5,3,0.666666666666667,0.666666666666667,"High intensity"
"Stabilisation",18,6,4,1,0.714285714285714,"High intensity"
"Stabilisation",18,7,2,1,0.733333333333333,"High intensity"
"Stabilisation",18,8,5,1,0.771428571428571,"High intensity"
"Stabilisation",18,9,5,1,0.8,"High intensity"
"Stabilisation",18,10,3,1,0.813953488372093,"High intensity"
"Stabilisation",18,11,12,1,0.854545454545454,"High intensity"
"Stabilisation",18,12,7,1,0.870967741935484,"High intensity"
"Stabilisation",18,13,5,1,0.880597014925373,"High intensity"
"Stabilisation",18,14,0,NA,0.880597014925373,"High intensity"
"Stabilisation",18,15,4,1,0.887323943661972,"High intensity"
"Stabilisation",18,16,2,1,0.89041095890411,"High intensity"
"Stabilisation",18,17,8,1,0.901234567901235,"High intensity"
"Stabilisation",18,18,12,1,0.913978494623656,"High intensity"
"Stabilisation",18,19,3,1,0.916666666666667,"High intensity"
"Stabilisation",18,20,9,1,0.923809523809524,"High intensity"
"Stabilisation",18,21,5,1,0.927272727272727,"High intensity"
"Stabilisation",18,22,0,NA,0.927272727272727,"High intensity"
"Stabilisation",18,23,10,1,0.933333333333333,"High intensity"
"Stabilisation",18,24,6,1,0.936507936507937,"High intensity"
"Stabilisation",18,25,2,1,0.9375,"High intensity"
"Stabilisation",18,26,7,1,0.940740740740741,"High intensity"
"Stabilisation",18,27,5,1,0.942857142857143,"High intensity"
"Stabilisation",18,28,5,1,0.944827586206897,"High intensity"
"Stabilisation",18,29,1,1,0.945205479452055,"High intensity"
"Stabilisation",18,30,8,1,0.948051948051948,"High intensity"
"Stabilisation",19,1,2,0.5,0.5,"High intensity"
"Stabilisation",19,2,9,0.333333333333333,0.363636363636364,"High intensity"
"Stabilisation",19,3,3,1,0.5,"High intensity"
"Stabilisation",19,4,7,0.857142857142857,0.619047619047619,"High intensity"
"Stabilisation",19,5,4,0.75,0.64,"High intensity"
"Stabilisation",19,6,11,0.636363636363636,0.638888888888889,"High intensity"
"Stabilisation",19,7,3,0.666666666666667,0.641025641025641,"High intensity"
"Stabilisation",19,8,10,0.9,0.693877551020408,"High intensity"
"Stabilisation",19,9,10,1,0.745762711864407,"High intensity"
"Stabilisation",19,10,4,1,0.761904761904762,"High intensity"
"Stabilisation",19,11,13,0.923076923076923,0.789473684210526,"High intensity"
"Stabilisation",19,12,5,1,0.802469135802469,"High intensity"
"Stabilisation",19,13,6,1,0.816091954022989,"High intensity"
"Stabilisation",19,14,6,1,0.827956989247312,"High intensity"
"Stabilisation",19,15,2,1,0.831578947368421,"High intensity"
"Stabilisation",19,16,5,1,0.84,"High intensity"
"Stabilisation",19,17,6,1,0.849056603773585,"High intensity"
"Stabilisation",19,18,3,1,0.853211009174312,"High intensity"
"Stabilisation",19,19,5,1,0.859649122807018,"High intensity"
"Stabilisation",19,20,8,1,0.868852459016393,"High intensity"
"Stabilisation",19,21,4,1,0.873015873015873,"High intensity"
"Stabilisation",19,22,3,1,0.875968992248062,"High intensity"
"Stabilisation",19,23,9,1,0.884057971014493,"High intensity"
"Stabilisation",19,24,10,1,0.891891891891892,"High intensity"
"Stabilisation",19,25,0,NA,0.891891891891892,"High intensity"
"Stabilisation",19,26,9,1,0.898089171974522,"High intensity"
"Stabilisation",19,27,6,1,0.901840490797546,"High intensity"
"Stabilisation",19,28,8,1,0.906432748538012,"High intensity"
"Stabilisation",19,29,8,1,0.910614525139665,"High intensity"
"Stabilisation",19,30,6,1,0.913513513513514,"High intensity"
"Stabilisation",20,1,2,0,0,"High intensity"
"Stabilisation",20,2,4,1,0.666666666666667,"High intensity"
"Stabilisation",20,3,6,0.666666666666667,0.666666666666667,"High intensity"
"Stabilisation",20,4,8,0.5,0.6,"High intensity"
"Stabilisation",20,5,2,0,0.545454545454545,"High intensity"
"Stabilisation",20,6,2,1,0.583333333333333,"High intensity"
"Stabilisation",20,7,8,0.5,0.5625,"High intensity"
"Stabilisation",20,8,5,0.6,0.567567567567568,"High intensity"
"Stabilisation",20,9,12,0.416666666666667,0.530612244897959,"High intensity"
"Stabilisation",20,10,7,0.714285714285714,0.553571428571429,"High intensity"
"Stabilisation",20,11,0,NA,0.553571428571429,"High intensity"
"Stabilisation",20,12,4,1,0.583333333333333,"High intensity"
"Stabilisation",20,13,4,1,0.609375,"High intensity"
"Stabilisation",20,14,4,1,0.632352941176471,"High intensity"
"Stabilisation",20,15,3,1,0.647887323943662,"High intensity"
"Stabilisation",20,16,5,1,0.671052631578947,"High intensity"
"Stabilisation",20,17,3,1,0.683544303797468,"High intensity"
"Stabilisation",20,18,5,1,0.702380952380952,"High intensity"
"Stabilisation",20,19,9,1,0.731182795698925,"High intensity"
"Stabilisation",20,20,2,1,0.736842105263158,"High intensity"
"Stabilisation",20,21,6,1,0.752475247524752,"High intensity"
"Stabilisation",20,22,2,1,0.757281553398058,"High intensity"
"Stabilisation",20,23,9,1,0.776785714285714,"High intensity"
"Stabilisation",20,24,4,1,0.78448275862069,"High intensity"
"Stabilisation",20,25,9,1,0.8,"High intensity"
"Stabilisation",20,26,5,1,0.807692307692308,"High intensity"
"Stabilisation",20,27,4,1,0.813432835820896,"High intensity"
"Stabilisation",20,28,8,1,0.823943661971831,"High intensity"
"Stabilisation",20,29,6,1,0.831081081081081,"High intensity"
"Stabilisation",20,30,9,1,0.840764331210191,"High intensity"
"Stabilisation",21,1,8,0.375,0.375,"High intensity"
"Stabilisation",21,2,6,1,0.642857142857143,"High intensity"
"Stabilisation",21,3,6,0.833333333333333,0.7,"High intensity"
"Stabilisation",21,4,3,0,0.608695652173913,"High intensity"
"Stabilisation",21,5,6,0.666666666666667,0.620689655172414,"High intensity"
"Stabilisation",21,6,6,0.833333333333333,0.657142857142857,"High intensity"
"Stabilisation",21,7,5,1,0.7,"High intensity"
"Stabilisation",21,8,7,1,0.74468085106383,"High intensity"
"Stabilisation",21,9,9,0.444444444444444,0.696428571428571,"High intensity"
"Stabilisation",21,10,6,0,0.629032258064516,"High intensity"
"Stabilisation",21,11,2,1,0.640625,"High intensity"
"Stabilisation",21,12,6,1,0.671428571428571,"High intensity"
"Stabilisation",21,13,5,1,0.693333333333333,"High intensity"
"Stabilisation",21,14,5,1,0.7125,"High intensity"
"Stabilisation",21,15,4,1,0.726190476190476,"High intensity"
"Stabilisation",21,16,5,1,0.741573033707865,"High intensity"
"Stabilisation",21,17,5,1,0.75531914893617,"High intensity"
"Stabilisation",21,18,3,1,0.762886597938144,"High intensity"
"Stabilisation",21,19,2,1,0.767676767676768,"High intensity"
"Stabilisation",21,20,2,1,0.772277227722772,"High intensity"
"Stabilisation",21,21,7,1,0.787037037037037,"High intensity"
"Stabilisation",21,22,4,1,0.794642857142857,"High intensity"
"Stabilisation",21,23,8,1,0.808333333333333,"High intensity"
"Stabilisation",21,24,3,1,0.813008130081301,"High intensity"
"Stabilisation",21,25,11,1,0.828358208955224,"High intensity"
"Stabilisation",21,26,7,1,0.836879432624113,"High intensity"
"Stabilisation",21,27,4,1,0.841379310344828,"High intensity"
"Stabilisation",21,28,8,1,0.849673202614379,"High intensity"
"Stabilisation",21,29,1,1,0.850649350649351,"High intensity"
"Stabilisation",21,30,10,1,0.859756097560976,"High intensity"
"Stabilisation",22,1,3,0.333333333333333,0.333333333333333,"High intensity"
"Stabilisation",22,2,5,1,0.75,"High intensity"
"Stabilisation",22,3,8,0.5,0.625,"High intensity"
"Stabilisation",22,4,6,0.333333333333333,0.545454545454545,"High intensity"
"Stabilisation",22,5,3,0,0.48,"High intensity"
"Stabilisation",22,6,0,NA,0.48,"High intensity"
"Stabilisation",22,7,4,0.5,0.482758620689655,"High intensity"
"Stabilisation",22,8,4,0,0.424242424242424,"High intensity"
"Stabilisation",22,9,9,0.666666666666667,0.476190476190476,"High intensity"
"Stabilisation",22,10,3,1,0.511111111111111,"High intensity"
"Stabilisation",22,11,5,0.4,0.5,"High intensity"
"Stabilisation",22,12,5,1,0.545454545454545,"High intensity"
"Stabilisation",22,13,11,1,0.621212121212121,"High intensity"
"Stabilisation",22,14,6,1,0.652777777777778,"High intensity"
"Stabilisation",22,15,3,1,0.666666666666667,"High intensity"
"Stabilisation",22,16,4,1,0.683544303797468,"High intensity"
"Stabilisation",22,17,6,1,0.705882352941177,"High intensity"
"Stabilisation",22,18,6,1,0.725274725274725,"High intensity"
"Stabilisation",22,19,8,1,0.747474747474748,"High intensity"
"Stabilisation",22,20,6,1,0.761904761904762,"High intensity"
"Stabilisation",22,21,9,1,0.780701754385965,"High intensity"
"Stabilisation",22,22,9,1,0.796747967479675,"High intensity"
"Stabilisation",22,23,10,1,0.81203007518797,"High intensity"
"Stabilisation",22,24,10,1,0.825174825174825,"High intensity"
"Stabilisation",22,25,5,1,0.831081081081081,"High intensity"
"Stabilisation",22,26,9,1,0.840764331210191,"High intensity"
"Stabilisation",22,27,3,1,0.84375,"High intensity"
"Stabilisation",22,28,5,1,0.848484848484849,"High intensity"
"Stabilisation",22,29,4,1,0.85207100591716,"High intensity"
"Stabilisation",22,30,7,1,0.857954545454545,"High intensity"
"Stabilisation",23,1,6,0.166666666666667,0.166666666666667,"High intensity"
"Stabilisation",23,2,4,1,0.5,"High intensity"
"Stabilisation",23,3,7,1,0.705882352941177,"High intensity"
"Stabilisation",23,4,6,0.666666666666667,0.695652173913043,"High intensity"
"Stabilisation",23,5,2,0.5,0.68,"High intensity"
"Stabilisation",23,6,4,1,0.724137931034483,"High intensity"
"Stabilisation",23,7,5,1,0.764705882352941,"High intensity"
"Stabilisation",23,8,4,1,0.789473684210526,"High intensity"
"Stabilisation",23,9,6,1,0.818181818181818,"High intensity"
"Stabilisation",23,10,11,1,0.854545454545454,"High intensity"
"Stabilisation",23,11,6,1,0.868852459016393,"High intensity"
"Stabilisation",23,12,8,1,0.884057971014493,"High intensity"
"Stabilisation",23,13,4,1,0.89041095890411,"High intensity"
"Stabilisation",23,14,2,1,0.893333333333333,"High intensity"
"Stabilisation",23,15,7,1,0.902439024390244,"High intensity"
"Stabilisation",23,16,5,1,0.908045977011494,"High intensity"
"Stabilisation",23,17,9,1,0.916666666666667,"High intensity"
"Stabilisation",23,18,9,1,0.923809523809524,"High intensity"
"Stabilisation",23,19,6,1,0.927927927927928,"High intensity"
"Stabilisation",23,20,6,1,0.931623931623932,"High intensity"
"Stabilisation",23,21,6,1,0.934959349593496,"High intensity"
"Stabilisation",23,22,2,1,0.936,"High intensity"
"Stabilisation",23,23,8,1,0.93984962406015,"High intensity"
"Stabilisation",23,24,13,1,0.945205479452055,"High intensity"
"Stabilisation",23,25,5,1,0.947019867549669,"High intensity"
"Stabilisation",23,26,6,1,0.949044585987261,"High intensity"
"Stabilisation",23,27,6,1,0.950920245398773,"High intensity"
"Stabilisation",23,28,7,1,0.952941176470588,"High intensity"
"Stabilisation",23,29,4,1,0.954022988505747,"High intensity"
"Stabilisation",23,30,7,1,0.955801104972376,"High intensity"
"Stabilisation",24,1,11,0.545454545454545,0.545454545454545,"High intensity"
"Stabilisation",24,2,4,0.25,0.466666666666667,"High intensity"
"Stabilisation",24,3,6,0.666666666666667,0.523809523809524,"High intensity"
"Stabilisation",24,4,6,0.666666666666667,0.555555555555556,"High intensity"
"Stabilisation",24,5,3,0.666666666666667,0.566666666666667,"High intensity"
"Stabilisation",24,6,9,1,0.666666666666667,"High intensity"
"Stabilisation",24,7,3,1,0.69047619047619,"High intensity"
"Stabilisation",24,8,6,1,0.729166666666667,"High intensity"
"Stabilisation",24,9,7,0.285714285714286,0.672727272727273,"High intensity"
"Stabilisation",24,10,6,0,0.60655737704918,"High intensity"
"Stabilisation",24,11,2,0,0.587301587301587,"High intensity"
"Stabilisation",24,12,9,0.888888888888889,0.625,"High intensity"
"Stabilisation",24,13,4,1,0.644736842105263,"High intensity"
"Stabilisation",24,14,6,1,0.670731707317073,"High intensity"
"Stabilisation",24,15,4,1,0.686046511627907,"High intensity"
"Stabilisation",24,16,4,1,0.7,"High intensity"
"Stabilisation",24,17,9,1,0.727272727272727,"High intensity"
"Stabilisation",24,18,9,1,0.75,"High intensity"
"Stabilisation",24,19,5,1,0.761061946902655,"High intensity"
"Stabilisation",24,20,9,1,0.778688524590164,"High intensity"
"Stabilisation",24,21,9,1,0.793893129770992,"High intensity"
"Stabilisation",24,22,5,1,0.801470588235294,"High intensity"
"Stabilisation",24,23,4,1,0.807142857142857,"High intensity"
"Stabilisation",24,24,4,1,0.8125,"High intensity"
"Stabilisation",24,25,2,1,0.815068493150685,"High intensity"
"Stabilisation",24,26,13,1,0.830188679245283,"High intensity"
