"stage","replication","day","n_decisions","daily_rate","cumulative_rate","intensity"
"Stabilisation",47,18,5,0.2,0.333333333333333,"Moderate intensity"
"Stabilisation",47,19,1,0,0.326530612244898,"Moderate intensity"
"Stabilisation",47,20,3,0.666666666666667,0.346153846153846,"Moderate intensity"
"Stabilisation",47,21,6,0.666666666666667,0.379310344827586,"Moderate intensity"
"Stabilisation",47,22,3,0,0.360655737704918,"Moderate intensity"
"Stabilisation",47,23,5,0.8,0.393939393939394,"Moderate intensity"
"Stabilisation",47,24,4,0.75,0.414285714285714,"Moderate intensity"
"Stabilisation",47,25,8,0.5,0.423076923076923,"Moderate intensity"
"Stabilisation",47,26,5,0.2,0.409638554216867,"Moderate intensity"
"Stabilisation",47,27,6,1,0.449438202247191,"Moderate intensity"
"Stabilisation",47,28,9,0.555555555555556,0.459183673469388,"Moderate intensity"
"Stabilisation",47,29,5,0.2,0.446601941747573,"Moderate intensity"
"Stabilisation",47,30,7,0.857142857142857,0.472727272727273,"Moderate intensity"
"Stabilisation",48,1,3,0,0,"Moderate intensity"
"Stabilisation",48,2,0,NA,0,"Moderate intensity"
"Stabilisation",48,3,1,0,0,"Moderate intensity"
"Stabilisation",48,4,1,0,0,"Moderate intensity"
"Stabilisation",48,5,2,0,0,"Moderate intensity"
"Stabilisation",48,6,4,0.75,0.272727272727273,"Moderate intensity"
"Stabilisation",48,7,5,1,0.5,"Moderate intensity"
"Stabilisation",48,8,6,0.166666666666667,0.409090909090909,"Moderate intensity"
"Stabilisation",48,9,5,0.2,0.37037037037037,"Moderate intensity"
"Stabilisation",48,10,2,0,0.344827586206897,"Moderate intensity"
"Stabilisation",48,11,6,0.333333333333333,0.342857142857143,"Moderate intensity"
"Stabilisation",48,12,1,1,0.361111111111111,"Moderate intensity"
"Stabilisation",48,13,1,0,0.351351351351351,"Moderate intensity"
"Stabilisation",48,14,1,0,0.342105263157895,"Moderate intensity"
"Stabilisation",48,15,2,0,0.325,"Moderate intensity"
"Stabilisation",48,16,4,0.25,0.318181818181818,"Moderate intensity"
"Stabilisation",48,17,5,0.6,0.346938775510204,"Moderate intensity"
"Stabilisation",48,18,2,0.5,0.352941176470588,"Moderate intensity"
"Stabilisation",48,19,1,0,0.346153846153846,"Moderate intensity"
"Stabilisation",48,20,3,0.333333333333333,0.345454545454545,"Moderate intensity"
"Stabilisation",48,21,5,0.6,0.366666666666667,"Moderate intensity"
"Stabilisation",48,22,2,0,0.354838709677419,"Moderate intensity"
"Stabilisation",48,23,4,0.25,0.348484848484849,"Moderate intensity"
"Stabilisation",48,24,3,0,0.333333333333333,"Moderate intensity"
"Stabilisation",48,25,2,0,0.323943661971831,"Moderate intensity"
"Stabilisation",48,26,1,0,0.319444444444444,"Moderate intensity"
"Stabilisation",48,27,3,0.333333333333333,0.32,"Moderate intensity"
"Stabilisation",48,28,2,0.5,0.324675324675325,"Moderate intensity"
"Stabilisation",48,29,0,NA,0.324675324675325,"Moderate intensity"
"Stabilisation",48,30,1,0,0.320512820512821,"Moderate intensity"
"Stabilisation",49,1,1,0,0,"Moderate intensity"
"Stabilisation",49,2,0,NA,0,"Moderate intensity"
"Stabilisation",49,3,1,0,0,"Moderate intensity"
"Stabilisation",49,4,3,0,0,"Moderate intensity"
"Stabilisation",49,5,2,0.5,0.142857142857143,"Moderate intensity"
"Stabilisation",49,6,2,0,0.111111111111111,"Moderate intensity"
"Stabilisation",49,7,2,0.5,0.181818181818182,"Moderate intensity"
"Stabilisation",49,8,4,0.5,0.266666666666667,"Moderate intensity"
"Stabilisation",49,9,5,0.4,0.3,"Moderate intensity"
"Stabilisation",49,10,3,0,0.260869565217391,"Moderate intensity"
"Stabilisation",49,11,5,0.4,0.285714285714286,"Moderate intensity"
"Stabilisation",49,12,2,0,0.266666666666667,"Moderate intensity"
"Stabilisation",49,13,0,NA,0.266666666666667,"Moderate intensity"
"Stabilisation",49,14,0,NA,0.266666666666667,"Moderate intensity"
"Stabilisation",49,15,4,0,0.235294117647059,"Moderate intensity"
"Stabilisation",49,16,4,0.5,0.263157894736842,"Moderate intensity"
"Stabilisation",49,17,11,0.454545454545455,0.306122448979592,"Moderate intensity"
"Stabilisation",49,18,1,1,0.32,"Moderate intensity"
"Stabilisation",49,19,9,0.555555555555556,0.355932203389831,"Moderate intensity"
"Stabilisation",49,20,5,0.2,0.34375,"Moderate intensity"
"Stabilisation",49,21,1,0,0.338461538461538,"Moderate intensity"
"Stabilisation",49,22,0,NA,0.338461538461538,"Moderate intensity"
"Stabilisation",49,23,2,0,0.328358208955224,"Moderate intensity"
"Stabilisation",49,24,1,1,0.338235294117647,"Moderate intensity"
"Stabilisation",49,25,6,0.166666666666667,0.324324324324324,"Moderate intensity"
"Stabilisation",49,26,4,0.25,0.320512820512821,"Moderate intensity"
"Stabilisation",49,27,5,0.6,0.337349397590361,"Moderate intensity"
"Stabilisation",49,28,4,0.25,0.333333333333333,"Moderate intensity"
"Stabilisation",49,29,6,0.5,0.344086021505376,"Moderate intensity"
"Stabilisation",49,30,5,0.6,0.357142857142857,"Moderate intensity"
"Stabilisation",50,1,1,0,0,"Moderate intensity"
"Stabilisation",50,2,0,NA,0,"Moderate intensity"
"Stabilisation",50,3,3,0,0,"Moderate intensity"
"Stabilisation",50,4,0,NA,0,"Moderate intensity"
"Stabilisation",50,5,1,0,0,"Moderate intensity"
"Stabilisation",50,6,6,0.333333333333333,0.181818181818182,"Moderate intensity"
"Stabilisation",50,7,2,0.5,0.230769230769231,"Moderate intensity"
"Stabilisation",50,8,6,0.5,0.315789473684211,"Moderate intensity"
"Stabilisation",50,9,3,0,0.272727272727273,"Moderate intensity"
"Stabilisation",50,10,2,0.5,0.291666666666667,"Moderate intensity"
"Stabilisation",50,11,1,0,0.28,"Moderate intensity"
"Stabilisation",50,12,4,0,0.241379310344828,"Moderate intensity"
"Stabilisation",50,13,1,0,0.233333333333333,"Moderate intensity"
"Stabilisation",50,14,4,0,0.205882352941176,"Moderate intensity"
"Stabilisation",50,15,7,0.571428571428571,0.268292682926829,"Moderate intensity"
"Stabilisation",50,16,3,0.666666666666667,0.295454545454545,"Moderate intensity"
"Stabilisation",50,17,2,0,0.282608695652174,"Moderate intensity"
"Stabilisation",50,18,1,0,0.276595744680851,"Moderate intensity"
"Stabilisation",50,19,3,0,0.26,"Moderate intensity"
"Stabilisation",50,20,1,0,0.254901960784314,"Moderate intensity"
"Stabilisation",50,21,2,0,0.245283018867925,"Moderate intensity"
"Stabilisation",50,22,1,0,0.240740740740741,"Moderate intensity"
"Stabilisation",50,23,3,0.333333333333333,0.245614035087719,"Moderate intensity"
"Stabilisation",50,24,5,0.8,0.290322580645161,"Moderate intensity"
"Stabilisation",50,25,2,0.5,0.296875,"Moderate intensity"
"Stabilisation",50,26,3,0,0.283582089552239,"Moderate intensity"
"Stabilisation",50,27,2,0,0.27536231884058,"Moderate intensity"
"Stabilisation",50,28,2,0,0.267605633802817,"Moderate intensity"
"Stabilisation",50,29,2,0.5,0.273972602739726,"Moderate intensity"
"Stabilisation",50,30,2,0,0.266666666666667,"Moderate intensity"
"Post-definitive care",1,1,1,0,0,"Moderate intensity"
"Post-definitive care",1,2,4,0.5,0.4,"Moderate intensity"
"Post-definitive care",1,3,3,0.333333333333333,0.375,"Moderate intensity"
"Post-definitive care",1,4,1,0,0.333333333333333,"Moderate intensity"
"Post-definitive care",1,5,1,0,0.3,"Moderate intensity"
"Post-definitive care",1,6,6,0.5,0.375,"Moderate intensity"
"Post-definitive care",1,7,4,0.25,0.35,"Moderate intensity"
"Post-definitive care",1,8,3,0.666666666666667,0.391304347826087,"Moderate intensity"
"Post-definitive care",1,9,8,0.75,0.483870967741935,"Moderate intensity"
"Post-definitive care",1,10,8,0.875,0.564102564102564,"Moderate intensity"
"Post-definitive care",1,11,7,0.714285714285714,0.58695652173913,"Moderate intensity"
"Post-definitive care",1,12,6,0.5,0.576923076923077,"Moderate intensity"
"Post-definitive care",1,13,9,0.888888888888889,0.622950819672131,"Moderate intensity"
"Post-definitive care",1,14,3,0.333333333333333,0.609375,"Moderate intensity"
"Post-definitive care",1,15,3,0.666666666666667,0.611940298507463,"Moderate intensity"
"Post-definitive care",1,16,2,0,0.594202898550725,"Moderate intensity"
"Post-definitive care",1,17,3,0,0.569444444444444,"Moderate intensity"
"Post-definitive care",1,18,2,0,0.554054054054054,"Moderate intensity"
"Post-definitive care",1,19,8,0.75,0.573170731707317,"Moderate intensity"
"Post-definitive care",1,20,3,0.333333333333333,0.564705882352941,"Moderate intensity"
"Post-definitive care",1,21,10,0.8,0.589473684210526,"Moderate intensity"
"Post-definitive care",1,22,3,0.333333333333333,0.581632653061224,"Moderate intensity"
"Post-definitive care",1,23,5,0.6,0.58252427184466,"Moderate intensity"
"Post-definitive care",1,24,5,0.4,0.574074074074074,"Moderate intensity"
"Post-definitive care",1,25,4,0.5,0.571428571428571,"Moderate intensity"
"Post-definitive care",1,26,2,0.5,0.570175438596491,"Moderate intensity"
"Post-definitive care",1,27,1,0,0.565217391304348,"Moderate intensity"
"Post-definitive care",1,28,3,0,0.550847457627119,"Moderate intensity"
"Post-definitive care",1,29,4,0.25,0.540983606557377,"Moderate intensity"
"Post-definitive care",1,30,5,0.6,0.543307086614173,"Moderate intensity"
"Post-definitive care",2,1,1,0,0,"Moderate intensity"
"Post-definitive care",2,2,4,0,0,"Moderate intensity"
"Post-definitive care",2,3,2,0,0,"Moderate intensity"
"Post-definitive care",2,4,9,0.555555555555556,0.3125,"Moderate intensity"
"Post-definitive care",2,5,3,0.666666666666667,0.368421052631579,"Moderate intensity"
"Post-definitive care",2,6,2,0,0.333333333333333,"Moderate intensity"
"Post-definitive care",2,7,1,0,0.318181818181818,"Moderate intensity"
"Post-definitive care",2,8,3,0.333333333333333,0.32,"Moderate intensity"
"Post-definitive care",2,9,5,0.6,0.366666666666667,"Moderate intensity"
"Post-definitive care",2,10,5,0.2,0.342857142857143,"Moderate intensity"
"Post-definitive care",2,11,5,0.8,0.4,"Moderate intensity"
"Post-definitive care",2,12,4,0.25,0.386363636363636,"Moderate intensity"
"Post-definitive care",2,13,5,0.6,0.408163265306122,"Moderate intensity"
"Post-definitive care",2,14,3,0.333333333333333,0.403846153846154,"Moderate intensity"
"Post-definitive care",2,15,2,0,0.388888888888889,"Moderate intensity"
"Post-definitive care",2,16,3,0.333333333333333,0.385964912280702,"Moderate intensity"
"Post-definitive care",2,17,7,0.714285714285714,0.421875,"Moderate intensity"
"Post-definitive care",2,18,7,1,0.47887323943662,"Moderate intensity"
"Post-definitive care",2,19,7,0.571428571428571,0.487179487179487,"Moderate intensity"
"Post-definitive care",2,20,12,0.75,0.522222222222222,"Moderate intensity"
"Post-definitive care",2,21,10,0.9,0.56,"Moderate intensity"
"Post-definitive care",2,22,7,0.857142857142857,0.579439252336449,"Moderate intensity"
"Post-definitive care",2,23,9,1,0.612068965517241,"Moderate intensity"
"Post-definitive care",2,24,7,0.857142857142857,0.626016260162602,"Moderate intensity"
"Post-definitive care",2,25,6,0.833333333333333,0.635658914728682,"Moderate intensity"
"Post-definitive care",2,26,9,0.666666666666667,0.63768115942029,"Moderate intensity"
"Post-definitive care",2,27,9,0.888888888888889,0.653061224489796,"Moderate intensity"
"Post-definitive care",2,28,4,0.75,0.655629139072848,"Moderate intensity"
"Post-definitive care",2,29,4,0.75,0.658064516129032,"Moderate intensity"
"Post-definitive care",2,30,6,0.5,0.652173913043478,"Moderate intensity"
"Post-definitive care",3,1,3,0.333333333333333,0.333333333333333,"Moderate intensity"
"Post-definitive care",3,2,6,0.666666666666667,0.555555555555556,"Moderate intensity"
"Post-definitive care",3,3,3,0,0.416666666666667,"Moderate intensity"
"Post-definitive care",3,4,1,0,0.384615384615385,"Moderate intensity"
"Post-definitive care",3,5,1,0,0.357142857142857,"Moderate intensity"
"Post-definitive care",3,6,3,0.333333333333333,0.352941176470588,"Moderate intensity"
"Post-definitive care",3,7,1,0,0.333333333333333,"Moderate intensity"
"Post-definitive care",3,8,3,0,0.285714285714286,"Moderate intensity"
"Post-definitive care",3,9,6,0.5,0.333333333333333,"Moderate intensity"
"Post-definitive care",3,10,5,0.6,0.375,"Moderate intensity"
"Post-definitive care",3,11,5,0.6,0.405405405405405,"Moderate intensity"
"Post-definitive care",3,12,3,0.333333333333333,0.4,"Moderate intensity"
"Post-definitive care",3,13,13,0.923076923076923,0.528301886792453,"Moderate intensity"
"Post-definitive care",3,14,3,0.666666666666667,0.535714285714286,"Moderate intensity"
"Post-definitive care",3,15,7,0.714285714285714,0.555555555555556,"Moderate intensity"
"Post-definitive care",3,16,6,1,0.594202898550725,"Moderate intensity"
"Post-definitive care",3,17,6,1,0.626666666666667,"Moderate intensity"
"Post-definitive care",3,18,9,0.888888888888889,0.654761904761905,"Moderate intensity"
"Post-definitive care",3,19,5,0.6,0.651685393258427,"Moderate intensity"
"Post-definitive care",3,20,4,0.75,0.655913978494624,"Moderate intensity"
"Post-definitive care",3,21,12,0.833333333333333,0.676190476190476,"Moderate intensity"
"Post-definitive care",3,22,5,0.8,0.681818181818182,"Moderate intensity"
"Post-definitive care",3,23,10,0.9,0.7,"Moderate intensity"
"Post-definitive care",3,24,6,0.666666666666667,0.698412698412698,"Moderate intensity"
"Post-definitive care",3,25,7,1,0.714285714285714,"Moderate intensity"
"Post-definitive care",3,26,0,NA,0.714285714285714,"Moderate intensity"
"Post-definitive care",3,27,1,0,0.708955223880597,"Moderate intensity"
"Post-definitive care",3,28,5,0.6,0.705035971223022,"Moderate intensity"
"Post-definitive care",3,29,2,1,0.709219858156028,"Moderate intensity"
"Post-definitive care",3,30,7,1,0.722972972972973,"Moderate intensity"
"Post-definitive care",4,1,3,0.333333333333333,0.333333333333333,"Moderate intensity"
"Post-definitive care",4,2,10,0.7,0.615384615384615,"Moderate intensity"
"Post-definitive care",4,3,6,1,0.736842105263158,"Moderate intensity"
"Post-definitive care",4,4,8,1,0.814814814814815,"Moderate intensity"
"Post-definitive care",4,5,1,1,0.821428571428571,"Moderate intensity"
"Post-definitive care",4,6,6,1,0.852941176470588,"Moderate intensity"
"Post-definitive care",4,7,8,1,0.880952380952381,"Moderate intensity"
"Post-definitive care",4,8,5,1,0.893617021276596,"Moderate intensity"
"Post-definitive care",4,9,14,1,0.918032786885246,"Moderate intensity"
"Post-definitive care",4,10,5,1,0.924242424242424,"Moderate intensity"
"Post-definitive care",4,11,7,1,0.931506849315068,"Moderate intensity"
"Post-definitive care",4,12,3,1,0.934210526315789,"Moderate intensity"
"Post-definitive care",4,13,6,1,0.939024390243902,"Moderate intensity"
"Post-definitive care",4,14,5,1,0.942528735632184,"Moderate intensity"
"Post-definitive care",4,15,6,1,0.946236559139785,"Moderate intensity"
"Post-definitive care",4,16,11,1,0.951923076923077,"Moderate intensity"
"Post-definitive care",4,17,6,1,0.954545454545455,"Moderate intensity"
"Post-definitive care",4,18,5,1,0.956521739130435,"Moderate intensity"
"Post-definitive care",4,19,3,1,0.957627118644068,"Moderate intensity"
"Post-definitive care",4,20,2,1,0.958333333333333,"Moderate intensity"
"Post-definitive care",4,21,1,1,0.958677685950413,"Moderate intensity"
"Post-definitive care",4,22,10,1,0.961832061068702,"Moderate intensity"
"Post-definitive care",4,23,11,1,0.964788732394366,"Moderate intensity"
"Post-definitive care",4,24,12,1,0.967532467532468,"Moderate intensity"
"Post-definitive care",4,25,4,1,0.968354430379747,"Moderate intensity"
"Post-definitive care",4,26,3,1,0.968944099378882,"Moderate intensity"
"Post-definitive care",4,27,2,1,0.969325153374233,"Moderate intensity"
"Post-definitive care",4,28,4,1,0.970059880239521,"Moderate intensity"
"Post-definitive care",4,29,7,1,0.971264367816092,"Moderate intensity"
"Post-definitive care",4,30,7,1,0.972375690607735,"Moderate intensity"
"Post-definitive care",5,1,5,0.2,0.2,"Moderate intensity"
"Post-definitive care",5,2,5,0.8,0.5,"Moderate intensity"
"Post-definitive care",5,3,6,0.333333333333333,0.4375,"Moderate intensity"
"Post-definitive care",5,4,5,0.6,0.476190476190476,"Moderate intensity"
"Post-definitive care",5,5,6,0.666666666666667,0.518518518518518,"Moderate intensity"
"Post-definitive care",5,6,4,0.75,0.548387096774194,"Moderate intensity"
"Post-definitive care",5,7,1,1,0.5625,"Moderate intensity"
"Post-definitive care",5,8,4,0.5,0.555555555555556,"Moderate intensity"
"Post-definitive care",5,9,2,0,0.526315789473684,"Moderate intensity"
"Post-definitive care",5,10,2,0,0.5,"Moderate intensity"
"Post-definitive care",5,11,7,0.428571428571429,0.48936170212766,"Moderate intensity"
"Post-definitive care",5,12,3,0.333333333333333,0.48,"Moderate intensity"
"Post-definitive care",5,13,3,0,0.452830188679245,"Moderate intensity"
"Post-definitive care",5,14,2,0.5,0.454545454545455,"Moderate intensity"
"Post-definitive care",5,15,8,0.75,0.492063492063492,"Moderate intensity"
"Post-definitive care",5,16,6,1,0.536231884057971,"Moderate intensity"
"Post-definitive care",5,17,5,0.8,0.554054054054054,"Moderate intensity"
"Post-definitive care",5,18,4,0.25,0.538461538461538,"Moderate intensity"
"Post-definitive care",5,19,6,0.5,0.535714285714286,"Moderate intensity"
"Post-definitive care",5,20,4,0.75,0.545454545454545,"Moderate intensity"
"Post-definitive care",5,21,7,0.714285714285714,0.557894736842105,"Moderate intensity"
"Post-definitive care",5,22,2,0,0.54639175257732,"Moderate intensity"
"Post-definitive care",5,23,5,0.6,0.549019607843137,"Moderate intensity"
"Post-definitive care",5,24,3,0.333333333333333,0.542857142857143,"Moderate intensity"
"Post-definitive care",5,25,2,0.5,0.542056074766355,"Moderate intensity"
"Post-definitive care",5,26,8,0.75,0.556521739130435,"Moderate intensity"
"Post-definitive care",5,27,4,0.5,0.554621848739496,"Moderate intensity"
"Post-definitive care",5,28,5,0.8,0.564516129032258,"Moderate intensity"
"Post-definitive care",5,29,8,0.625,0.568181818181818,"Moderate intensity"
"Post-definitive care",5,30,8,0.75,0.578571428571429,"Moderate intensity"
"Post-definitive care",6,1,0,NA,NA,"Moderate intensity"
"Post-definitive care",6,2,5,0.8,0.8,"Moderate intensity"
"Post-definitive care",6,3,5,0,0.4,"Moderate intensity"
"Post-definitive care",6,4,0,NA,0.4,"Moderate intensity"
"Post-definitive care",6,5,2,0,0.333333333333333,"Moderate intensity"
"Post-definitive care",6,6,5,0.4,0.352941176470588,"Moderate intensity"
"Post-definitive care",6,7,3,0.666666666666667,0.4,"Moderate intensity"
"Post-definitive care",6,8,7,0.857142857142857,0.518518518518518,"Moderate intensity"
"Post-definitive care",6,9,14,0.857142857142857,0.634146341463415,"Moderate intensity"
"Post-definitive care",6,10,5,0.8,0.652173913043478,"Moderate intensity"
"Post-definitive care",6,11,5,0.6,0.647058823529412,"Moderate intensity"
"Post-definitive care",6,12,3,0.666666666666667,0.648148148148148,"Moderate intensity"
"Post-definitive care",6,13,1,0,0.636363636363636,"Moderate intensity"
"Post-definitive care",6,14,0,NA,0.636363636363636,"Moderate intensity"
"Post-definitive care",6,15,2,0,0.614035087719298,"Moderate intensity"
"Post-definitive care",6,16,5,0.6,0.612903225806452,"Moderate intensity"
"Post-definitive care",6,17,4,0.5,0.606060606060606,"Moderate intensity"
"Post-definitive care",6,18,8,0.75,0.621621621621622,"Moderate intensity"
"Post-definitive care",6,19,5,0.6,0.620253164556962,"Moderate intensity"
"Post-definitive care",6,20,4,0.25,0.602409638554217,"Moderate intensity"
"Post-definitive care",6,21,2,0,0.588235294117647,"Moderate intensity"
"Post-definitive care",6,22,8,0.5,0.580645161290323,"Moderate intensity"
"Post-definitive care",6,23,5,0.8,0.591836734693878,"Moderate intensity"
"Post-definitive care",6,24,3,0.666666666666667,0.594059405940594,"Moderate intensity"
"Post-definitive care",6,25,0,NA,0.594059405940594,"Moderate intensity"
"Post-definitive care",6,26,3,0,0.576923076923077,"Moderate intensity"
"Post-definitive care",6,27,3,0,0.560747663551402,"Moderate intensity"
"Post-definitive care",6,28,0,NA,0.560747663551402,"Moderate intensity"
"Post-definitive care",6,29,1,0,0.555555555555556,"Moderate intensity"
"Post-definitive care",6,30,8,0.75,0.568965517241379,"Moderate intensity"
"Post-definitive care",7,1,2,0,0,"Moderate intensity"
"Post-definitive care",7,2,7,0.857142857142857,0.666666666666667,"Moderate intensity"
"Post-definitive care",7,3,6,0.5,0.6,"Moderate intensity"
"Post-definitive care",7,4,3,0.666666666666667,0.611111111111111,"Moderate intensity"
"Post-definitive care",7,5,0,NA,0.611111111111111,"Moderate intensity"
"Post-definitive care",7,6,4,1,0.681818181818182,"Moderate intensity"
"Post-definitive care",7,7,8,0.75,0.7,"Moderate intensity"
"Post-definitive care",7,8,9,0.666666666666667,0.692307692307692,"Moderate intensity"
"Post-definitive care",7,9,11,0.909090909090909,0.74,"Moderate intensity"
"Post-definitive care",7,10,5,0.6,0.727272727272727,"Moderate intensity"
"Post-definitive care",7,11,7,0.714285714285714,0.725806451612903,"Moderate intensity"
"Post-definitive care",7,12,3,0.666666666666667,0.723076923076923,"Moderate intensity"
"Post-definitive care",7,13,3,0,0.691176470588235,"Moderate intensity"
"Post-definitive care",7,14,2,0,0.671428571428571,"Moderate intensity"
"Post-definitive care",7,15,1,0,0.661971830985915,"Moderate intensity"
"Post-definitive care",7,16,9,0.777777777777778,0.675,"Moderate intensity"
"Post-definitive care",7,17,8,0.75,0.681818181818182,"Moderate intensity"
"Post-definitive care",7,18,2,0,0.666666666666667,"Moderate intensity"
"Post-definitive care",7,19,2,0,0.652173913043478,"Moderate intensity"
"Post-definitive care",7,20,4,0.25,0.635416666666667,"Moderate intensity"
"Post-definitive care",7,21,0,NA,0.635416666666667,"Moderate intensity"
"Post-definitive care",7,22,2,0,0.622448979591837,"Moderate intensity"
"Post-definitive care",7,23,1,0,0.616161616161616,"Moderate intensity"
"Post-definitive care",7,24,8,0.5,0.607476635514019,"Moderate intensity"
"Post-definitive care",7,25,4,0.75,0.612612612612613,"Moderate intensity"
"Post-definitive care",7,26,3,0.666666666666667,0.614035087719298,"Moderate intensity"
"Post-definitive care",7,27,6,0.5,0.608333333333333,"Moderate intensity"
"Post-definitive care",7,28,2,1,0.614754098360656,"Moderate intensity"
"Post-definitive care",7,29,5,0.2,0.598425196850394,"Moderate intensity"
"Post-definitive care",7,30,8,0.875,0.614814814814815,"Moderate intensity"
"Post-definitive care",8,1,0,NA,NA,"Moderate intensity"
"Post-definitive care",8,2,1,0,0,"Moderate intensity"
"Post-definitive care",8,3,0,NA,0,"Moderate intensity"
"Post-definitive care",8,4,6,0.333333333333333,0.285714285714286,"Moderate intensity"
"Post-definitive care",8,5,1,1,0.375,"Moderate intensity"
"Post-definitive care",8,6,5,0.6,0.461538461538462,"Moderate intensity"
"Post-definitive care",8,7,8,0.625,0.523809523809524,"Moderate intensity"
"Post-definitive care",8,8,5,0.6,0.538461538461538,"Moderate intensity"
"Post-definitive care",8,9,9,1,0.657142857142857,"Moderate intensity"
"Post-definitive care",8,10,6,0.666666666666667,0.658536585365854,"Moderate intensity"
"Post-definitive care",8,11,5,0.8,0.673913043478261,"Moderate intensity"
"Post-definitive care",8,12,2,0,0.645833333333333,"Moderate intensity"
"Post-definitive care",8,13,4,0,0.596153846153846,"Moderate intensity"
"Post-definitive care",8,14,4,0.25,0.571428571428571,"Moderate intensity"
"Post-definitive care",8,15,5,0.8,0.590163934426229,"Moderate intensity"
"Post-definitive care",8,16,3,0.333333333333333,0.578125,"Moderate intensity"
"Post-definitive care",8,17,3,0.333333333333333,0.567164179104478,"Moderate intensity"
"Post-definitive care",8,18,6,0.5,0.561643835616438,"Moderate intensity"
"Post-definitive care",8,19,13,0.846153846153846,0.604651162790698,"Moderate intensity"
"Post-definitive care",8,20,2,1,0.613636363636364,"Moderate intensity"
"Post-definitive care",8,21,6,1,0.638297872340426,"Moderate intensity"
"Post-definitive care",8,22,8,0.875,0.656862745098039,"Moderate intensity"
"Post-definitive care",8,23,5,0.6,0.654205607476635,"Moderate intensity"
"Post-definitive care",8,24,7,0.857142857142857,0.666666666666667,"Moderate intensity"
"Post-definitive care",8,25,7,1,0.685950413223141,"Moderate intensity"
"Post-definitive care",8,26,4,1,0.696,"Moderate intensity"
"Post-definitive care",8,27,9,1,0.716417910447761,"Moderate intensity"
"Post-definitive care",8,28,6,0.833333333333333,0.721428571428571,"Moderate intensity"
"Post-definitive care",8,29,5,0.8,0.724137931034483,"Moderate intensity"
"Post-definitive care",8,30,4,0.5,0.718120805369127,"Moderate intensity"
"Post-definitive care",9,1,2,0,0,"Moderate intensity"
"Post-definitive care",9,2,2,0,0,"Moderate intensity"
"Post-definitive care",9,3,4,0.5,0.25,"Moderate intensity"
"Post-definitive care",9,4,5,1,0.538461538461538,"Moderate intensity"
"Post-definitive care",9,5,4,0.25,0.470588235294118,"Moderate intensity"
"Post-definitive care",9,6,4,0.75,0.523809523809524,"Moderate intensity"
"Post-definitive care",9,7,10,0.8,0.612903225806452,"Moderate intensity"
"Post-definitive care",9,8,5,0.4,0.583333333333333,"Moderate intensity"
"Post-definitive care",9,9,4,1,0.625,"Moderate intensity"
"Post-definitive care",9,10,4,0.5,0.613636363636364,"Moderate intensity"
"Post-definitive care",9,11,4,0.5,0.604166666666667,"Moderate intensity"
"Post-definitive care",9,12,7,0.571428571428571,0.6,"Moderate intensity"
"Post-definitive care",9,13,2,0.5,0.596491228070175,"Moderate intensity"
"Post-definitive care",9,14,6,1,0.634920634920635,"Moderate intensity"
"Post-definitive care",9,15,11,0.727272727272727,0.648648648648649,"Moderate intensity"
"Post-definitive care",9,16,8,0.625,0.646341463414634,"Moderate intensity"
"Post-definitive care",9,17,3,0.333333333333333,0.635294117647059,"Moderate intensity"
"Post-definitive care",9,18,1,1,0.63953488372093,"Moderate intensity"
"Post-definitive care",9,19,3,0,0.617977528089888,"Moderate intensity"
"Post-definitive care",9,20,4,0.25,0.602150537634409,"Moderate intensity"
"Post-definitive care",9,21,1,1,0.606382978723404,"Moderate intensity"
"Post-definitive care",9,22,3,0,0.587628865979381,"Moderate intensity"
"Post-definitive care",9,23,5,0.6,0.588235294117647,"Moderate intensity"
"Post-definitive care",9,24,5,0.4,0.579439252336449,"Moderate intensity"
"Post-definitive care",9,25,7,1,0.605263157894737,"Moderate intensity"
"Post-definitive care",9,26,1,0,0.6,"Moderate intensity"
"Post-definitive care",9,27,6,0.333333333333333,0.586776859504132,"Moderate intensity"
"Post-definitive care",9,28,7,0.714285714285714,0.59375,"Moderate intensity"
"Post-definitive care",9,29,7,0.714285714285714,0.6,"Moderate intensity"
"Post-definitive care",9,30,3,0,0.58695652173913,"Moderate intensity"
"Post-definitive care",10,1,3,0,0,"Moderate intensity"
"Post-definitive care",10,2,8,0.625,0.454545454545455,"Moderate intensity"
"Post-definitive care",10,3,5,0.6,0.5,"Moderate intensity"
"Post-definitive care",10,4,6,1,0.636363636363636,"Moderate intensity"
"Post-definitive care",10,5,6,1,0.714285714285714,"Moderate intensity"
"Post-definitive care",10,6,5,0.6,0.696969696969697,"Moderate intensity"
"Post-definitive care",10,7,3,0.666666666666667,0.694444444444444,"Moderate intensity"
"Post-definitive care",10,8,8,0.875,0.727272727272727,"Moderate intensity"
"Post-definitive care",10,9,8,0.5,0.692307692307692,"Moderate intensity"
"Post-definitive care",10,10,10,0.9,0.725806451612903,"Moderate intensity"
"Post-definitive care",10,11,8,0.875,0.742857142857143,"Moderate intensity"
"Post-definitive care",10,12,7,0.857142857142857,0.753246753246753,"Moderate intensity"
"Post-definitive care",10,13,6,0.833333333333333,0.759036144578313,"Moderate intensity"
"Post-definitive care",10,14,4,0.75,0.758620689655172,"Moderate intensity"
"Post-definitive care",10,15,5,1,0.771739130434783,"Moderate intensity"
"Post-definitive care",10,16,7,0.714285714285714,0.767676767676768,"Moderate intensity"
