"pool","replication","zero_share","longest_busy_days","intensity"
"R2E holding beds",11,0.297027551100509,17.7974534301752,"High intensity"
"R2E holding beds",12,0.110299416835153,26.6910174949454,"High intensity"
"R2E holding beds",13,0.110778928782567,26.676632136523,"High intensity"
"R2E holding beds",14,0.147041618711405,25.5887514386578,"High intensity"
"R2E holding beds",15,0.191200854149915,24.2639743755025,"High intensity"
"R2E holding beds",16,0.146097746843807,25.6170675946858,"High intensity"
"R2E holding beds",17,0.140389447594623,25.7883165721613,"High intensity"
"R2E holding beds",18,0.0937648452369498,27.1870546428915,"High intensity"
"R2E holding beds",19,0.162239911116746,25.1328026664976,"High intensity"
"R2E holding beds",20,0.156340240214301,25.309792793571,"High intensity"
"R2E holding beds",21,0.13501219928033,25.9496340215901,"High intensity"
"R2E holding beds",22,0.228915417346453,18.4208108296213,"High intensity"
"R2E holding beds",23,0.135176667883188,25.9446999635044,"High intensity"
"R2E holding beds",24,0.187872273407308,20.0373746008191,"High intensity"
"R2E holding beds",25,0.11128905801054,26.6613282596838,"High intensity"
"R2E holding beds",26,0.158972671179413,25.2308198646176,"High intensity"
"R2E holding beds",27,0.12220301331029,26.3339096006913,"High intensity"
"R2E holding beds",28,0.157632695875848,25.2710191237246,"High intensity"
"R2E holding beds",29,0.134175305088952,25.9747408473314,"High intensity"
"R2E holding beds",30,0.111177891677991,26.6646632496603,"High intensity"
"R2E holding beds",31,0.141336854325819,25.7598943702254,"High intensity"
"R2E holding beds",32,0.155109309842668,25.34672070472,"High intensity"
"R2E holding beds",33,0.131787247909337,26.0463825627199,"High intensity"
"R2E holding beds",34,0.138066607929417,25.8580017621175,"High intensity"
"R2E holding beds",35,0.12068064548156,26.3795806355532,"High intensity"
"R2E holding beds",36,0.107703921161624,26.7688823651513,"High intensity"
"R2E holding beds",37,0.130827443445611,26.0751766966317,"High intensity"
"R2E holding beds",38,0.151298604804225,25.4610418558733,"High intensity"
"R2E holding beds",39,0.123162608083941,26.3051217574818,"High intensity"
"R2E holding beds",40,0.13700777966407,25.8897666100779,"High intensity"
"R2E holding beds",41,0.164924160618468,25.052275181446,"High intensity"
