"parameter","S1","S1_lower","S1_upper","ST","ST_lower","ST_upper"
"pri1_surg_prob",-0.0476502328306173,-0.189134725673428,0.0733220503288827,0.435425269636684,0.209350076417392,0.61812582752118
"mass_casualty_rate",0.408666009725006,-0.218741940947587,0.689080949551935,0.572980050702911,0.314185434534037,0.861811681568909
"mass_casualty_max_cas",0.108063662762337,-0.096683331257559,0.231531914928734,0.10426339765786,-0.0714569124116699,0.275302444236781
"mass_casualty_min_cas",0.0552297786377853,-0.0612800552058445,0.178135197878265,0.160051347572582,0.00983047406899862,0.298699898277386
"pri1_dcs_rate",0.249888963390569,0.0278166647105322,0.407132699643049,-0.0339251538648826,-0.294435591559502,0.165307286014552
