"policy_days","hold_occupancy","hold_mean_queue","icu_occupancy","icu_mean_queue","total_rtd","total_dow","dispositions","in_theatre_share","post_definitive_icu_share","evac_decisions","never_evacuated","mean_evac_wait_days","role4_sustained","role4_peak","theatre_mean_queue","released_unrepaired","role4_operations","role4_theatre_minutes","replication","hold_beds"
45,1,1542.38865688397,1,43.9750415082818,2184,18,1308,0.578746177370031,0.026750590086546,582,344,85.3659105977092,11.4,30,0.229607890294624,13,129,0,1,NA
45,1,1520.60635106512,1,57.0860126586826,2298,20,1381,0.566980448950036,0.058869093725794,632,328,79.1693211454534,15.4433962264151,42,2.14439837286495,21,165,355.483226585237,2,NA
45,1,1618.48797693869,1,56.6467610309938,2290,16,1344,0.616071428571429,0.0271565495207668,561,321,91.2908074763101,10.8925619834711,36,0.360392840336797,28,133,609.239499526833,3,NA
45,1,1292.80773030516,1,74.3507711649745,2149,25,1304,0.554447852760736,0.00413223140495868,628,310,75.1335562198971,11.7217391304348,30,1.53558070262074,48,210,2026.74231774533,4,NA
45,1,1289.15099717157,1,58.3187214818491,2218,11,1277,0.583398590446359,0.0470487596236099,569,281,78.3696793500148,13.3162393162393,41,1.26652162222774,22,180,997.908404992002,5,NA
45,1,1626.72668123538,1,41.2661039689105,2251,20,1284,0.623831775700935,0.0460683081810961,510,274,86.0740295539259,10.0390625,33,0.439885115036762,19,129,482.769269477797,6,NA
45,1,1444.43666638049,1,33.4292042780471,2240,16,1316,0.59726443768997,0.0281576830249397,558,287,80.8045966053647,11.394495412844,25,0.601150911307868,7,160,311.660421839959,7,NA
45,1,1527.5060680975,1,71.7396563398909,2200,21,1302,0.592933947772657,0.0457890433360589,575,341,80.8131345872831,8.79838709677419,34,0.54429340811907,38,161,606.842070562424,8,NA
45,1,1335.05335395975,1,31.7100575611267,2159,19,1233,0.59367396593674,0.0315091210613599,533,277,88.9143337616612,11.468253968254,34,0.385800077191351,8,140,535.921723828266,9,NA
45,1,1507.76676242133,1,44.5730712807741,2167,14,1277,0.610806577916993,0.029126213592233,517,283,94.5981569249245,10.672,25,1.00673855604591,15,137,123.970201855717,10,NA
45,1,1464.21160995021,1,37.1409078059942,2203,12,1238,0.636510500807754,0.0349462365591398,486,258,90.0755352465075,10.1367521367521,23,0.885463966297352,7,122,427.336363194707,11,NA
45,1,1444.83744081805,1,42.0285708145939,2242,15,1221,0.601146601146601,0.0687702265372168,520,257,68.7090797640282,8.38709677419355,34,1.25877698760925,18,199,121.767161843875,12,NA
45,1,1485.52061309439,1,32.3893668954794,2268,14,1295,0.623938223938224,0.0525854513584575,512,266,75.7196763643106,8.84873949579832,39,0.560596956715427,4,121,55.3141914354327,13,NA
45,1,1441.31589391173,1,22.8748964007752,2142,11,1217,0.634346754313887,0.0797962648556876,465,256,80.4537413741949,7.70093457943925,27,0.697309948531207,5,112,348.775882160348,14,NA
45,1,1437.84498709474,1,21.1078240292067,2160,10,1277,0.613155833985904,0.101413133832086,519,269,63.2457437334665,8.38333333333333,50,2.42355680888769,11,143,146.36464086619,15,NA
45,1,1188.19545494785,1,32.3513347685251,2199,8,1347,0.578322197475872,0.0213675213675214,614,275,60.8787252930266,14.1307692307692,53,0.722731362506152,17,223,1599.41031779013,16,NA
45,1,1452.0367750106,1,30.4265829177321,2250,23,1265,0.626877470355731,0.032258064516129,499,261,83.1363663551695,9.28571428571429,27,0.50731287687551,4,116,361.220520579571,17,NA
45,1,1446.55307190521,1,31.9348575658172,2195,22,1247,0.603849238171612,0.0515548281505728,523,271,89.0500803202567,13.1981981981982,45,0.577225831705904,8,160,515.936001514418,18,NA
45,1,1541.23145561113,1,39.7243661221709,2196,14,1221,0.581490581490582,0.0430839002267574,538,311,87.7162742708111,12.0508474576271,31,1.0000513252506,9,126,111.182370710024,19,NA
45,1,1435.40954950085,1,47.3030945343677,2234,22,1328,0.560993975903614,0.0341085271317829,613,301,72.166411039664,16.6923076923077,45,1.41552604887655,12,232,0,20,NA
45,1,1565.39741829256,1,56.1961035038046,2264,19,1402,0.599144079885877,0.0101246105919003,596,285,74.6598483541596,12.6869565217391,46,0.346155407935361,19,207,1329.08890492178,21,NA
