"saturation_threshold","response","n_reps","mean","ci_lower","ci_upper"
12,"role4_theatre_minutes",30,10390.872265142,7620.69079183269,13161.0537384513
16,"hold_occupancy",30,0.520052575746603,0.489256482674625,0.550848668818581
16,"hold_mean_queue",30,0.268112103378328,0.064356277333754,0.471867929422902
16,"icu_occupancy",30,0.878043856160027,0.866413989761197,0.889673722558857
16,"icu_mean_queue",30,0.791270072925891,0.458204804798554,1.12433534105323
16,"total_rtd",30,2128.16666666667,2101.19873676746,2155.13459656587
16,"total_dow",30,16.1333333333333,14.9536057544448,17.3130609122218
16,"dispositions",30,2551.66666666667,2491.84212070864,2611.4912126247
16,"in_theatre_share",30,0.111472137989954,0.10861126347438,0.114333012505529
16,"post_definitive_icu_share",30,0.339466021274395,0.323595290467539,0.35533675208125
16,"evac_decisions",30,2286,2228.40197036637,2343.59802963363
16,"never_evacuated",30,1.76666666666667,0.782709388091351,2.75062394524198
16,"mean_evac_wait_days",30,0.36425361825201,0.219907789668981,0.50859944683504
16,"role4_sustained",30,95.6851581361307,89.6332083573788,101.737107914882
16,"role4_peak",30,183.166666666667,173.36000995079,192.973323382544
16,"theatre_mean_queue",30,3.97608307719117,2.67552049812997,5.27664565625237
16,"released_unrepaired",30,71.5,53.9898866257075,89.0101133742925
16,"role4_operations",30,1005.3,945.402378134672,1065.19762186533
16,"role4_theatre_minutes",30,8113.08068581877,6094.92272054898,10131.2386510886
24,"hold_occupancy",30,0.516244116502549,0.48522458118393,0.547263651821168
24,"hold_mean_queue",30,0.343587634192093,0.0361100686097549,0.651065199774432
24,"icu_occupancy",30,0.868797576836013,0.856720013119542,0.880875140552483
24,"icu_mean_queue",30,0.674993421794956,0.412895876686619,0.937090966903293
24,"total_rtd",30,2118.86666666667,2094.22464511072,2143.50868822262
24,"total_dow",30,15.2666666666667,13.5017456692039,17.0315876641294
24,"dispositions",30,2541.26666666667,2479.08470044172,2603.44863289161
24,"in_theatre_share",30,0.111266207104869,0.10936034107069,0.113172073139047
24,"post_definitive_icu_share",30,0.342836730587366,0.328422397068223,0.357251064106509
24,"evac_decisions",30,2277.03333333333,2219.85500303228,2334.21166363439
24,"never_evacuated",30,1.2,0.668294545936212,1.73170545406379
24,"mean_evac_wait_days",30,0.297576996943057,0.207015874651072,0.388138119235042
24,"role4_sustained",30,93.5873835003781,88.214068899118,98.9606981016382
24,"role4_peak",30,179.433333333333,169.20310331415,189.663563352517
24,"theatre_mean_queue",30,4.30956855109087,3.17382947433901,5.44530762784272
24,"released_unrepaired",30,37.1333333333333,23.3897996753253,50.8768669913414
24,"role4_operations",30,982.4,941.790135723087,1023.00986427691
24,"role4_theatre_minutes",30,4244.68848460488,2681.60073876925,5807.77623044051
