"hold_occupancy","hold_mean_queue","icu_occupancy","icu_mean_queue","total_rtd","total_dow","dispositions","in_theatre_share","post_definitive_icu_share","evac_decisions","never_evacuated","mean_evac_wait_days","role4_sustained","role4_peak","theatre_mean_queue","released_unrepaired","role4_operations","role4_theatre_minutes","replication","saturation_threshold"
0.530704947539335,0,0.92550357567641,1.40192855473082,2044,12,2603,0.106799846331156,0.31296402055968,2351,1,0.3732269340885,103.3,165,3.48344586426358,196,1266,22718.4826397871,1,3
0.56099724103981,0.565377257335063,0.897568806886575,1.49483461850497,2205,20,2492,0.12199036918138,0.329518072289157,2212,1,0.422998161468613,107.426356589147,181,2.61702731355583,162,1084,19115.7998315292,2,3
0.480738885577792,0,0.870267643678737,0.766713222787638,2110,16,2577,0.105549088086923,0.323628219484882,2336,0,0.326958917219054,97.7822580645161,196,1.29216936744597,200,1160,22260.2813003335,3,3
0.576316041523057,0.255986623583088,0.915340815896265,2.39548144316204,2095,17,2744,0.100218658892128,0.207110609480813,2495,8,2.63960462095549,99.9615384615385,180,5.46447592922681,332,1416,36902.9284457441,4,3
0.569642092023062,0,0.912146622966354,1.29057476457886,2118,19,2808,0.101139601139601,0.270419426048565,2557,1,0.424861549629971,111.188524590164,211,3.39560367205016,290,1314,33274.3923303475,5,3
0.376040104228834,0,0.851151794269132,0.481736614515105,2126,20,2572,0.100699844479005,0.323111868256672,2335,6,0.329016844048296,88.7704918032787,160,1.00740690963049,170,1094,19463.8532050612,6,3
0.38383435229002,0,0.775982951293845,0.260453310912287,1933,12,2303,0.108554059921841,0.346129238643634,2072,0,0.322867089991113,64,163,0.355779741116643,159,990,17852.9164698962,7,3
0.582458317089346,0.141623660742506,0.913053930415219,1.63152873657635,2229,16,2727,0.113678034470114,0.301231802911534,2456,0,0.313351030282436,117.303278688525,205,4.78876614567225,242,1258,27964.5620680308,8,3
0.531426498001492,0.144566171160919,0.872865757308657,1.03304879114085,2154,18,2587,0.112872052570545,0.279385705847608,2324,0,0.576051126830506,89.1583333333333,194,1.19329737497808,258,1159,29910.8957635468,9,3
0.583364607871365,0.264899608674554,0.91236595167869,1.51752096377505,2288,18,2821,0.10811768876285,0.256202804746494,2546,1,0.55301032154948,114.024,181,2.63415059714367,229,1248,26047.5082884318,10,3
0.472467086542681,0,0.829644584606135,0.573703600813015,2133,14,2490,0.116867469879518,0.294081381011097,2228,0,0.819318194974231,84.1693548387097,169,1.16470683834419,187,1184,22050.9810899867,11,3
