"policy_days","hold_occupancy","hold_mean_queue","icu_occupancy","icu_mean_queue","total_rtd","total_dow","dispositions","in_theatre_share","post_definitive_icu_share","evac_decisions","never_evacuated","mean_evac_wait_days","role4_sustained","role4_peak","theatre_mean_queue","released_unrepaired","role4_operations","role4_theatre_minutes","replication","hold_beds"
30,1,550.639915769182,1,114.044715466911,2231,19,2038,0.265456329735034,0.0305591677503251,1531,321,29.7492059928635,58.6456692913386,91,1.31658808745679,35,597,290.542652520527,1,NA
30,1,494.797190373222,1,127.628822931998,2329,14,1989,0.271995977878331,0.0445775116433799,1505,352,28.5136711618266,57.2377049180328,92,4.55279364303784,57,576,1700.17958241789,2,NA
30,1,336.940881173706,1,57.0810554170287,2325,19,1954,0.27021494370522,0.0834464043419267,1463,213,17.0391982103406,50.2153846153846,104,1.47629714857029,12,593,632.079401868451,3,NA
30,1,449.907084083001,1,131.34430580521,2251,19,2111,0.241117953576504,0.00312304809494066,1633,303,25.1349380076932,62.3412698412698,120,1.19605352667282,56,728,5779.32102445459,4,NA
30,1,463.536710488541,1,79.1238455548563,2261,14,2035,0.268304668304668,0.0608414239482201,1528,298,19.7721641838054,45.7109375,102,0.557304450239336,8,652,645.581779101213,5,NA
30,1,688.592536447304,1,93.262184733073,2395,24,2112,0.28030303030303,0.0426569165143205,1563,357,20.372504591638,41.2032520325203,123,2.9693574160187,44,621,2515.3646428668,6,NA
30,1,697.959384274242,1,243.303795172374,2441,25,2308,0.243500866551127,0.0403800475059382,1789,531,36.1379450468847,78.3253968253968,119,2.40516786697182,170,700,904.638055119552,7,NA
30,0.999931316019223,247.880118758625,1,51.5063291249055,2233,17,2066,0.25459825750242,0.0688311688311688,1578,187,10.9426561791956,52.71875,116,1.43141699491915,26,676,1635.4072313373,8,NA
30,1,504.373341653177,1,113.09643788049,2257,17,2100,0.236190476190476,0.0160295930949445,1641,314,25.3036638885787,59.1023622047244,105,0.349423578769007,22,610,1424.58261602595,9,NA
30,1,675.252523022766,1,133.055722548182,2328,19,2208,0.239130434782609,0.0209828823854224,1721,397,27.0572673672982,61.888,116,2.18750871970185,64,636,2586.94281606989,10,NA
30,1,637.269345744881,1,84.7878493469936,2349,24,1934,0.268355739400207,0.0408163265306122,1446,348,31.4803723510117,51.7045454545455,99,0.647149386443313,18,553,514.135336235392,11,NA
30,1,711.49723321987,1,98.4555808096378,2208,19,1886,0.300106044538706,0.0157426420260096,1357,349,27.63422813925,30.976,81,0.954721045787512,34,608,2292.64009228389,12,NA
30,1,496.543168807076,1,144.469835109466,2256,18,2005,0.258852867830424,0.111859838274933,1515,339,23.0746357720979,52.84,104,0.329274626512566,77,552,2234.71036674434,13,NA
30,1,288.049211168518,1,75.6453265562311,2258,18,1966,0.263479145473042,0.0761316872427984,1482,181,16.5609843483936,56.3700787401575,111,0.356436780361541,16,696,1268.57681304862,14,NA
30,1,425.950897623983,1,90.8061042679508,2189,18,1949,0.263724987172909,0.0295663600525624,1467,263,23.5014636394761,53.2619047619048,96,1.02299699541168,10,625,816.642805017001,15,NA
30,1,436.851533207138,1,83.2116178434049,2319,13,1958,0.276302349336057,0.0504918032786885,1468,270,22.3376616239636,47.6209677419355,104,1.12343002875791,25,602,1533.4509341931,16,NA
30,1,505.813043055308,1,125.372702521326,2272,19,2100,0.242857142857143,0.03125,1630,330,26.732889462504,63.8015873015873,110,0.530927476532852,28,768,1630.77492834705,17,NA
30,1,620.541792653012,1,122.765381943362,2280,23,2050,0.263414634146341,0.0354609929078014,1535,367,33.4402690555668,59.6466165413534,115,0.733887622060785,39,517,1265.34972787626,18,NA
30,0.999953979941165,217.323965419637,1,59.8356601941132,2175,18,2026,0.243336623889437,0.0542372881355932,1565,148,17.1675985732505,70.8943089430894,125,0.319416372748288,19,791,1617.66867554851,19,NA
30,1,444.042137017363,1,88.2422259473229,2214,11,2035,0.265356265356265,0.0686015831134565,1526,273,23.9065927048167,54.2213114754098,101,0.241028996199651,18,585,1864.67192524733,20,NA
30,1,635.37905915304,1,135.297461416134,2428,22,2124,0.265536723163842,0.0522625876354366,1606,444,26.6090975307971,39.5609756097561,97,4.06759517892986,100,667,5223.53349377492,21,NA
30,1,407.77498328884,1,194.543744484908,2328,15,2283,0.225580376697328,0.0312131919905771,1820,357,22.4682574953565,57.1825396825397,112,0.865880852169904,106,746,4553.31318358759,22,NA
30,1,697.768610674365,1,90.9861151274585,2298,21,1959,0.279224093925472,0.0550518134715026,1444,360,31.0971099884979,45.84375,94,1.21027184530811,16,507,99.733114345327,23,NA
30,1,295.023934718544,1,27.8244298897701,2266,16,2033,0.242006886374816,0.0471894517696044,1575,156,12.1754323933432,50.96875,145,0.734341124838909,90,809,9840.9622758649,24,NA
30,1,376.34914123236,1,168.43807460656,2387,25,2267,0.231583590648434,0.0558558558558559,1791,355,24.630233233768,63.748031496063,116,1.48475801763332,95,699,3718.15320685383,25,NA
30,1,540.162653871741,1,82.0861000759984,2281,17,1998,0.275275275275275,0.055327868852459,1493,302,28.8222622416941,48.1610169491525,102,0.551406131326794,18,517,1048.08304425643,26,NA
30,1,396.106844333649,1,41.8332269164441,2194,21,1869,0.270733012306046,0.114860014357502,1388,221,18.1528465807932,43.7479674796748,111,1.42879260598198,12,562,582.272303638311,27,NA
30,1,427.428171228598,1,51.2950924948016,2295,13,1932,0.28416149068323,0.0970149253731343,1433,228,17.808771727814,42.5511811023622,100,0.965091398051152,10,570,501.142144823764,28,NA
30,1,252.906053626103,1,84.2433509305269,2235,18,1989,0.250879839115133,0.0761523046092184,1523,175,16.4811218278556,64.6290322580645,105,0.638139450860743,4,663,294.137217470398,29,NA
30,1,481.11603388691,1,92.1306107097859,2232,9,2043,0.258932941752325,0.040650406504065,1555,262,26.9244180690772,60.5483870967742,128,1.3445855644015,19,651,474.010894290399,30,NA
