"policy_days","hold_occupancy","hold_mean_queue","icu_occupancy","icu_mean_queue","total_rtd","total_dow","dispositions","in_theatre_share","post_definitive_icu_share","evac_decisions","never_evacuated","mean_evac_wait_days","role4_sustained","role4_peak","theatre_mean_queue","released_unrepaired","role4_operations","role4_theatre_minutes","replication","hold_beds"
60,1,1554.11135576375,1,14.3518546621969,2115,15,981,0.844036697247706,0.0669291338582677,183,126,87.5650368027837,2.38461538461538,11,0.288603429648015,8,61,327.702506941962,1,NA
60,1,1709.18323593267,1,28.0726904422796,2143,17,1141,0.795793163891323,0.0697872340425532,268,157,91.0967994479185,5.32142857142857,24,1.78574838386162,14,91,228.047700034769,2,NA
60,1,1566.12834896599,1,27.5222539469535,2136,15,1122,0.779857397504456,0.0318302387267905,294,169,78.5274697922551,3.88288288288288,18,1.84505662036048,16,147,441.69512341493,3,NA
60,1,1512.51012390608,1,52.6827269588831,2143,12,1194,0.749581239530988,0.00438981562774363,351,222,84.1950295190348,4.88333333333333,26,1.36221452518133,33,154,1405.68935812889,4,NA
60,1,1663.47460496636,1,11.3964081773611,2145,13,1108,0.833935018050541,0.115622241835834,212,124,98.4752014278259,4.38679245283019,21,1.21355378910085,4,89,0,5,NA
60,1,1886.83494816401,1,29.3377354910834,2297,23,1239,0.812752219531881,0.0466403162055336,273,190,98.7357870386826,4.96969696969697,13,2.64854298252241,15,92,194.324574535651,6,NA
60,1,1429.20918514577,1,25.2991560136241,2063,18,1006,0.800198807157058,0.103544776119403,234,144,103.832760435291,5.05882352941176,16,0.741424246934282,3,114,0,7,NA
60,1,1695.8751287232,1,20.1974510225599,2183,19,1118,0.811270125223614,0.0664335664335664,251,161,87.113355403332,4.39805825242718,24,1.14912752713249,13,64,289.367901889264,8,NA
60,1,1536.6820026324,1,31.9620244708343,2047,20,1067,0.782567947516401,0.0145423438836612,267,176,92.9211769468498,5.10619469026549,16,2.11643984803577,17,76,266.671534587441,9,NA
60,1,1555.62344810615,1,18.9532232853468,2216,15,1064,0.793233082706767,0.0537727666955768,263,161,90.4871081965561,5.16071428571429,17,0.342175515098469,9,99,816.978792552975,10,NA
60,1,1669.57738340418,1,32.7804661523642,2191,17,1096,0.791970802919708,0.037489102005231,268,161,73.7178184192592,3.6695652173913,21,0.722631673041368,12,99,277.328382151813,11,NA
60,1,1700.92828740436,1,18.774979831814,2264,13,1107,0.836495031616983,0.0584532374100719,220,147,105.948615309431,4.11818181818182,11,0.913777008711243,3,71,0,12,NA
60,1,1649.87279967635,1,14.8921264673733,2201,18,1069,0.828811973807297,0.0598859315589354,208,116,96.2405734802338,4.99047619047619,12,0.608839846661734,3,86,146.042557028043,13,NA
60,1,1776.00070025865,1,29.0763710031638,2146,23,1109,0.800721370604148,0.0415959252971137,260,163,105.035432013391,6.57391304347826,16,0.999814253731528,18,101,306.345560776527,14,NA
60,1,1587.9351772715,1,27.231862954926,2153,14,1041,0.780019212295869,0.066079295154185,271,135,79.8057270846276,6.11475409836066,32,1.46710785988228,10,123,0,15,NA
60,1,1538.93501941976,1,20.9283948037559,2172,14,1069,0.789522918615528,0.0132075471698113,264,141,78.0244596118756,6.63478260869565,41,0.712778834205918,13,131,720.724867741698,16,NA
60,1,1684.6250325161,1,34.0479508532851,2102,16,1084,0.777675276752767,0.0651629072681704,279,182,82.8964990574515,4.01639344262295,22,0.357883087212963,19,73,548.198423434164,17,NA
60,1,1706.92270149021,1,37.0916187968807,2169,17,1178,0.780984719864177,0.0235888795282224,307,186,93.6221366933171,5.625,19,0.471633148219334,16,98,1031.1040064713,18,NA
60,1,1515.16224257047,1,15.9142277889475,2082,10,1004,0.834661354581673,0.0394230769230769,195,112,83.6439172128277,3.875,23,0.465971090976738,4,66,59.6555604367723,19,NA
60,1,1871.70362757869,1,20.9379098170511,2193,20,1147,0.820401046207498,0.0339531123686338,239,165,86.3300495880011,2.8141592920354,17,0.30911201492436,5,66,62.3590356226673,20,NA
60,1,1848.3080938702,1,28.7977629572215,2216,18,1079,0.810936051899907,0.00956521739130435,233,154,70.0835639046539,2.52777777777778,30,0.227467384056516,18,98,1626.8871168442,21,NA
60,1,1603.05682235336,1,25.2287521066412,2184,17,1145,0.778165938864629,0.0486985726280437,284,166,80.7406928874399,4.0990990990991,27,0.628534673126599,10,75,501.913431355211,22,NA
