"hold_occupancy","hold_mean_queue","icu_occupancy","icu_mean_queue","total_rtd","total_dow","dispositions","in_theatre_share","post_definitive_icu_share","evac_decisions","never_evacuated","mean_evac_wait_days","role4_sustained","role4_peak","theatre_mean_queue","released_unrepaired","role4_operations","role4_theatre_minutes","replication","saturation_threshold"
0.465655123783778,0.0697985616458063,0.821683737889666,0.441145099581942,2153,15,2447,0.107478545157336,0.362128146453089,2197,5,0.233372653337115,87.6953125,183,3.28456616588118,31,1020,3767.7278883878,1,24
0.564243467014116,0.239236489986714,0.86113478298907,0.555480520002621,2236,9,2691,0.117428465254552,0.310467479674797,2395,2,0.223122654138248,101.123076923077,163,5.23003506043535,11,996,1528.07665343164,2,24
0.54251726611744,0,0.867391932791576,0.426347681705284,2113,14,2590,0.110810810810811,0.333853354134165,2319,0,0.187350167452719,98.6349206349206,178,5.56628642277359,26,1068,3276.63232175713,3,24
0.615761983922882,0.0103064486790049,0.891571235436885,0.378070980724632,2204,24,2760,0.11231884057971,0.273547094188377,2475,1,1.22846370547645,91.6744186046512,208,2.20108618388023,55,1135,6112.96946089586,4,24
0.563063418617357,0,0.874781743230857,0.470950010426144,2232,16,2665,0.107317073170732,0.27159209157128,2412,0,0.600919009162313,102.008,254,6.30866786330724,172,1281,19533.5420680914,5,24
0.442418190683276,0,0.821779566240354,0.295237217857684,2074,24,2318,0.12381363244176,0.390171699230314,2054,0,0.167021119295427,71.1875,145,0.74467275486211,1,856,95.073909923817,6,24
0.525211121122354,0,0.859303406917733,0.416010396634478,2170,20,2560,0.11015625,0.353878852284803,2290,2,0.207900734119373,81.1984732824427,149,0.751726930718873,9,961,930.608493394704,7,24
0.439140014681796,0,0.861661294790402,0.384176076279102,2164,12,2420,0.120661157024793,0.384121424401635,2145,2,0.144118852081934,83.5564516129032,146,2.06479326320505,0,786,0,8,24
0.548603316940442,0,0.839286396681623,0.335333551561426,2005,12,2313,0.115002161694769,0.389671361502347,2066,0,0.148325329280333,82.808,140,1.99171851537602,0,806,0,9,24
0.498933033597423,0,0.848194262733802,0.364506291224015,2030,8,2332,0.115351629502573,0.385404789053592,2086,0,0.322330496747389,92.1811023622047,156,3.08295087245373,5,967,489.803644421937,10,24
0.484183281534198,0.299864810255564,0.885708888873895,0.482476743163924,2158,15,2676,0.111733931240658,0.322448979591837,2392,0,0.251635849765794,103.447154471545,165,5.84301543945642,42,1009,5038.50624728603,11,24
0.370779966741331,0,0.836253399901444,0.224503464738397,2032,15,2417,0.106743897393463,0.383209594517419,2174,0,0.192351658401686,74.8,179,0.68675821293336,24,894,2700.55055694256,12,24
0.468128565272878,0.236336211500591,0.865651301383944,0.394236549922333,2068,19,2404,0.119384359400998,0.369088811995386,2137,0,0.380874805587886,89.483606557377,165,4.05248136668755,18,946,1937.24488915179,13,24
