"hold_occupancy","hold_mean_queue","icu_occupancy","icu_mean_queue","total_rtd","total_dow","dispositions","in_theatre_share","post_definitive_icu_share","evac_decisions","never_evacuated","mean_evac_wait_days","role4_sustained","role4_peak","theatre_mean_queue","released_unrepaired","role4_operations","role4_theatre_minutes","replication","saturation_threshold"
0.479793056104855,0,0.885135691396692,0.48240297433753,2088,9,2595,0.110211946050096,0.337252805986104,2324,0,0.272932252985926,86.3870967741936,164,1.50564620083662,55,1013,6192.52909636018,1,12
0.517595514672591,0,0.896263433332314,0.594460114973471,2132,16,2371,0.108393083087305,0.383283582089552,2131,0,0.19907488163005,95.21875,181,2.5241403531057,52,913,5608.5902834779,2,12
0.506278251503245,0,0.891957905959381,0.434937748137103,2142,22,2549,0.106316202432326,0.337730870712401,2297,2,0.268708016235752,87.8307692307692,170,2.01052145039839,66,1063,7682.28890137547,3,12
0.512232430699964,0,0.895557857813357,0.642373604115342,2209,28,2791,0.113579362235758,0.165366614664587,2499,0,2.24823532670897,101.16,173,4.35604332870368,201,1242,23468.1720790139,4,12
0.537737346925162,0.411980716009291,0.857604608630939,0.675919865806877,2039,13,2590,0.108880308880309,0.320261437908497,2325,1,0.2887904473941,90.9615384615385,188,3.31111942100799,98,1175,11697.3026265775,5,12
0.446665375327807,0.186040894284191,0.821513192027316,0.501697704384551,2087,19,2456,0.121742671009772,0.360579710144928,2178,1,0.224029578292916,84.4793388429752,181,1.97913456836675,82,956,8968.06220501765,6,12
0.518547682468507,0,0.845606466917397,0.234984284017861,2100,14,2558,0.108678655199375,0.357732526141992,2295,0,0.2592425687403,84.85,167,1.26324788425268,72,1050,7858.39523177622,7,12
0.420107046227071,0.053578420871781,0.892415829668483,0.539050669403672,2091,14,2471,0.101173613921489,0.345958168456755,2239,13,0.243909334107772,80.6165413533835,177,2.35732431383741,105,958,10578.7368458704,8,12
0.387295603830352,0,0.840360402534713,0.275310547922962,2161,13,2571,0.109295993776741,0.342307692307692,2314,1,0.283369881835911,86.7967479674797,185,0.464298956257937,60,966,7166.59986198548,9,12
0.624132874576922,1.19898950613687,0.931534307051519,5.07754297584627,2286,18,3040,0.104605263157895,0.0802165354330709,2763,3,3.62755365530715,123.830769230769,214,14.1007265428915,330,1648,36958.210750333,10,12
0.555486777145225,0.305822823101599,0.896901594654989,1.01495843116332,2285,12,2918,0.105551747772447,0.196924603174603,2641,1,1.29454865683517,106.648,177,3.94015551870156,242,1472,27094.8084737767,11,12
