"policy_days","hold_occupancy","hold_mean_queue","icu_occupancy","icu_mean_queue","total_rtd","total_dow","dispositions","in_theatre_share","post_definitive_icu_share","evac_decisions","never_evacuated","mean_evac_wait_days","role4_sustained","role4_peak","theatre_mean_queue","released_unrepaired","role4_operations","role4_theatre_minutes","replication","hold_beds"
21,0.403154591508406,0,0.846458894913895,0.338164711343407,2127,23,2632,0.0995440729483283,0.326677759290072,2390,1,0.261803086221077,83.349593495935,182,1.78110195974769,147,1161,17122.8714812199,1,90
21,0.45406342951293,0,0.866838888645203,0.340586027087111,2127,17,2408,0.115448504983389,0.352298850574713,2155,1,0.231142583505067,75.8230769230769,179,0.744425822110298,99,963,11427.9402505267,2,90
21,0.365078935260537,0,0.840653273001837,0.245181514809181,2228,20,2622,0.104881769641495,0.321801208127403,2375,3,0.286059988148959,82.952,165,0.868461379356519,148,1241,17884.396581277,3,90
21,0.1761291303359,0,0.883008758372024,0.698421655136777,2174,18,2789,0.105414126927214,0.225943646996279,2526,0,5.03908062190983,91.0873015873016,194,1.80670856398301,234,1277,27524.8929206983,4,90
21,0.40045000701911,0,0.885333974603778,0.872896887369812,2113,19,2477,0.116269681065805,0.332378223495702,2208,2,0.346312706354815,91.8203125,172,5.62008175586127,119,986,13415.0828591493,5,90
21,0.373325616295248,0,0.83979527400682,0.238865704519827,2110,18,2536,0.101735015772871,0.328932261768083,2303,0,0.248411438616591,83.4920634920635,175,1.03744239226383,129,1042,15125.7206054911,6,90
21,0.273770843334899,0,0.878796605184808,0.717816545687779,1977,12,2352,0.110969387755102,0.351044776119403,2110,0,0.457675838831653,97.1774193548387,157,1.52940127208028,95,863,10741.52504228,7,90
21,0.455550564327207,0,0.895418237046431,1.32193969678322,2227,13,2715,0.107182320441989,0.293519014461703,2449,1,0.35309267020801,107.717741935484,208,3.72636341776066,173,1214,20046.9771576319,8,90
21,0.395687180576534,0,0.87413963449215,0.565028333528636,2094,16,2498,0.117293835068054,0.335791264889393,2223,0,0.276269204540411,90.515873015873,161,2.13881932025885,113,1061,12180.028429193,9,90
21,0.228488828587542,0,0.855728980813641,0.46486368797793,2101,15,2541,0.103109012199921,0.338935574229692,2296,1,0.356433807830065,79.024,182,1.53995014246474,127,1131,14951.7975990616,10,90
21,0.26251531702798,0,0.902550755644352,1.09861983528422,2162,16,2646,0.106953892668178,0.322488584474886,2382,11,0.629674059875595,100.201550387597,177,4.3736459161638,199,1152,21781.1301211389,11,90
21,0.497018785274372,0,0.866584232550078,1.04027549760104,2083,20,2398,0.118849040867389,0.356892523364486,2135,3,0.246573689439247,84.9842519685039,151,2.33997762480289,103,1096,11618.6829367385,12,90
21,0.262258356173761,0,0.883813160048602,0.591362620807754,2181,12,2499,0.128051220488195,0.351274787535411,2205,0,0.317420262281672,89.9140625,161,1.35370582643243,78,1013,9171.84850816621,13,90
21,0.313026643385502,0,0.784144823826666,0.146389443258747,2103,14,2446,0.103434178250204,0.360929124478856,2208,0,0.373946859683816,78.6377952755905,202,0.452452411882057,144,1135,16212.04540726,14,90
21,0.427284189665846,0,0.843876146608872,0.225141013434816,1983,9,2324,0.115748709122203,0.390643985419198,2086,2,0.21161074382764,74.078125,155,0.536530913623979,65,856,7204.7107658339,15,90
21,0.385476693984509,0,0.899608009059234,0.607006910917464,2058,20,2509,0.102829812674372,0.323513062812674,2286,0,0.304916633127312,85.4444444444444,178,2.08210911507381,142,1124,16383.5479286214,16,90
21,0.374697150328028,0,0.919410066436961,1.03043767058803,2267,10,2581,0.120495931809376,0.342746400885936,2292,0,0.22086993099823,104.403100775194,177,4.56417147798602,79,980,8779.72389917855,17,90
21,0.491279740465612,0,0.915904202916043,0.600714522346886,2144,20,2521,0.10829036096787,0.337072349971957,2267,4,0.21542869544588,108.198412698413,172,2.0943844612386,94,1079,10292.2972208465,18,90
21,0.395957661897083,0,0.888914661610328,0.601118589352679,2118,8,2433,0.113029182079737,0.363423212192263,2180,11,0.217788823790598,88.936,188,2.09548165595788,101,892,10461.4172219732,19,90
21,0.325423658952126,0,0.848627667752557,0.415940431005486,2157,26,2772,0.107864357864358,0.288864981172674,2501,0,0.397805405903005,94,242,1.51695458115708,210,1173,24845.2239651153,20,90
21,0.39076428854172,0,0.883421852808635,0.402087321924958,2132,19,2487,0.118214716525935,0.347571679344646,2220,2,0.298524363291096,94.5476190476191,217,2.26867371016076,144,1028,16369.0720919567,21,90
21,0.348280836847595,0,0.837913198653898,0.69081225771924,2101,15,2495,0.119438877755511,0.347704367301232,2218,0,0.237261975166589,95.1129032258064,169,3.00733049194955,60,962,6831.71806411681,22,90
21,0.486474314077106,0,0.865930397612114,0.342181561782387,2135,18,2508,0.12280701754386,0.36368843069874,2223,3,0.240165307856649,92.6875,181,1.85918313440473,91,968,10031.0095646217,23,90
21,0.555245491991526,0,0.878458911851926,0.48103833649398,1995,17,2390,0.127615062761506,0.371378910776362,2106,2,0.189172456400569,93.9032258064516,154,2.48689632271263,59,861,6307.14190384874,24,90
21,0.397329336548988,0,0.867537235810269,0.917983944571655,2134,20,2365,0.110782241014799,0.383017715332926,2120,1,0.201846053935398,91.7007874015748,164,2.67205697573465,68,895,7538.80002949662,25,90
21,0.337128600978606,0,0.93161654067619,3.45136813092425,2240,17,2833,0.109777620896576,0.273841236014917,2549,1,0.52136315326042,117.484615384615,198,9.70902618200582,212,1240,24634.8142074814,26,90
21,0.478965410814912,0,0.890951134909869,1.37487675799609,2080,18,2652,0.107843137254902,0.311074918566775,2393,0,0.269237054841043,106.953125,178,4.05464339042266,121,1120,14396.8444449881,27,90
21,0.409796049431622,0,0.848770660166665,0.319093871881147,2187,20,2721,0.115766262403528,0.30814262905801,2436,1,0.386058116251855,83.8064516129032,216,1.2610153386986,195,1274,22602.175041023,28,90
21,0.483961154876617,0,0.895796805563401,0.881788906040801,2080,20,2604,0.113287250384025,0.320021586616298,2328,8,0.285730378738232,95.546875,181,2.93814756393075,138,995,14872.8539564877,29,90
21,0.394248988985427,0,0.877848992000681,0.60046974399121,2103,13,2755,0.112885662431942,0.309138381201044,2471,0,0.228635786224788,96.64,180,2.20067048353231,133,1159,14852.8930944712,30,90
