"policy_days","hold_occupancy","hold_mean_queue","icu_occupancy","icu_mean_queue","total_rtd","total_dow","dispositions","in_theatre_share","post_definitive_icu_share","evac_decisions","never_evacuated","mean_evac_wait_days","role4_sustained","role4_peak","replication","hold_beds"
21,0.465135544507319,0,0.847868507876563,0.381556847559252,2076,20,2419,0.108309218685407,0.375910364145658,2157,0,0.159999530660208,81.416,173,1,30
21,0.574382235845172,0,0.877679855972344,0.395031049207018,2215,15,2529,0.133254250691973,0.368825466520307,2192,0,0.213423817773856,85.6746031746032,167,2,30
21,0.479304352122622,0,0.865012829639013,0.293083831301934,2231,16,2628,0.113774733637747,0.349434737923947,2329,1,0.201140830980973,89.4710743801653,161,3,30
21,0.476027316959842,0,0.872174613430571,0.27993628722603,2183,11,2572,0.112363919129082,0.329479768786127,2283,1,0.846321992392283,82.1171875,172,4,30
21,0.577258112012386,0.818174917874437,0.912571843949115,0.534481245189817,2294,12,2724,0.11086637298091,0.308029197080292,2422,0,0.372473069754172,98.9007633587786,193,5,30
21,0.506525620396314,0,0.845354985208179,0.219172474007621,2078,14,2389,0.107157806613646,0.382825484764543,2133,2,0.163432132907197,92.9268292682927,159,6,30
21,0.690090222024508,1.0788907584934,0.894506945477235,0.350091203350424,2136,22,2501,0.112754898040784,0.372570194384449,2219,1,0.22214068976875,94.3306451612903,159,7,30
21,0.604890966075822,1.28728587929537,0.896137281141057,0.423791960610871,2238,25,2726,0.105282465150404,0.305711610486891,2439,1,0.173589207891981,95.3410852713178,184,8,30
21,0.565436963237706,0.0257851879009463,0.866759770224878,0.330932966945198,2178,18,2490,0.117269076305221,0.368189323059989,2198,0,0.158559357987114,96.9180327868852,170,9,30
21,0.471921043783316,0,0.827715922076571,0.330226565557311,2119,25,2530,0.117786561264822,0.355212355212355,2232,0,0.362445771818265,79.856,173,10,30
21,0.572833670823352,0.177999133530124,0.869390299485122,0.338809235367909,2170,17,2561,0.122608356110894,0.358031088082902,2247,0,0.192716474829906,87.9285714285714,171,11,30
21,0.533486712390538,0,0.88857957333962,0.300423058513183,2145,14,2558,0.109069585613761,0.374932759548144,2279,0,0.132883720225768,81.7235772357724,162,12,30
21,0.610166528767865,3.05370773185319,0.869228711327443,0.3120809370446,2159,17,2703,0.112097669256382,0.308947108255067,2400,2,0.285480817464748,85.8730158730159,189,13,30
21,0.473416637191446,0,0.864922623536502,0.279627450130781,2149,10,2492,0.111958266452648,0.370530877573131,2213,1,0.172386143717025,85.6451612903226,158,14,30
21,0.578115755275873,0.0577690825540839,0.871940167324617,0.441589709952136,2092,24,2486,0.120675784392599,0.368074602303895,2186,4,0.223507272952985,87.40625,152,15,30
21,0.826177643220194,15.9565211935453,0.90985848272775,0.932635906642348,2257,16,2688,0.126488095238095,0.316221765913758,2348,5,0.514598304223412,103.333333333333,182,16,30
21,0.634100768748293,2.46832516749065,0.916179659338352,1.06912434327099,2040,16,2513,0.107043374452845,0.334935897435897,2244,3,0.275998458552449,103.4,159,17,30
21,0.695124393368192,3.02626593613524,0.868160567361054,0.383085918120287,2343,15,2913,0.115345005149331,0.305750350631136,2577,0,0.255146122074343,103.951219512195,182,18,30
21,0.711325264915525,8.35567932328572,0.92066649831039,1.10043574073151,2214,21,2778,0.11411087113031,0.300530631934395,2461,18,0.258816616147321,110.260504201681,162,19,30
21,0.472391436113068,0.395785225490623,0.862698799540631,0.576884892101842,2119,17,2530,0.105928853754941,0.344159245678366,2262,2,0.162302278459688,96.7,199,20,30
21,0.584712694881093,0.736415806757913,0.909265746362655,0.62648143490959,2170,19,2531,0.115764519952588,0.361827956989247,2238,0,0.160229797192265,100.378151260504,148,21,30
21,0.643319590162395,0.367714443503672,0.877103887708483,0.399632603632662,2269,17,2670,0.117977528089888,0.377239199157007,2355,5,0.151836550625922,97.28125,156,22,30
21,0.396969462100684,0,0.846033246512258,0.15919894979574,1951,13,2145,0.118881118881119,0.442355889724311,1890,1,0.156695193252613,73.702479338843,139,23,30
21,0.451343246208663,0,0.874337285907002,0.340838049769773,2029,23,2457,0.107448107448107,0.366774541531823,2193,0,0.176087337572649,88.9212598425197,163,24,30
21,0.518363420993185,0.388714990089665,0.850413432374924,0.295497386581487,2106,13,2524,0.110142630744849,0.363877118644068,2246,1,0.172436537657515,83.4765625,169,25,30
21,0.714135610728423,6.32036549859142,0.933747720866989,0.920672664741182,2222,26,2570,0.108171206225681,0.330407847186371,2292,0,0.261213302721478,139.536585365854,206,26,30
21,0.68517257801087,5.18344042027976,0.915224381886279,0.896396003278571,2273,23,2601,0.131103421760861,0.338329764453961,2260,2,0.388905638471193,100.968253968254,169,27,30
21,0.492725431745598,0,0.819782163555515,0.262731358761821,1887,9,2185,0.105263157894737,0.424657534246575,1955,1,0.148666297173536,79.5634920634921,154,28,30
21,0.582671990415435,0,0.895766446091931,0.49920521354853,2117,12,2605,0.106333973128599,0.323161580790395,2328,1,0.316028196878754,90.3538461538461,166,29,30
21,0.626100400666651,0.723273771372949,0.918207623018977,0.421742235497649,2330,22,2877,0.101147028154327,0.298390804597701,2586,1,0.178320559183413,111.984375,177,30,30
