"hold_occupancy","hold_mean_queue","icu_occupancy","icu_mean_queue","total_rtd","total_dow","dispositions","in_theatre_share","post_definitive_icu_share","evac_decisions","never_evacuated","mean_evac_wait_days","role4_sustained","role4_peak","theatre_mean_queue","released_unrepaired","role4_operations","role4_theatre_minutes","replication","saturation_threshold"
0.507555239733695,0,0.843333628063537,0.272317023771813,2020,17,2348,0.103492333901193,0.381777529346003,2117,0,0.142766966953667,74.7890625,151,1.25341655086242,0,810,0,1,0
0.435566626315881,0,0.860315433273306,0.341968321326259,2136,10,2527,0.11594776414721,0.350785340314136,2261,2,0.178087057855256,77.6969696969697,160,2.47568776124669,0,1034,0,2,0
0.579837499966323,0,0.87841671301525,0.47483509773696,2069,14,2527,0.108824693312228,0.344827586206897,2264,1,0.169104771368683,94.15625,154,8.58944947876985,0,924,0,3,0
0.548500824921431,0,0.891208287430633,0.411703478606124,2198,17,2756,0.10377358490566,0.276863504356244,2485,2,0.77705776769244,99.468253968254,177,2.42216803202725,0,969,0,4,0
0.649809793249989,0.948046539000064,0.921717825918855,1.0349325953535,2221,16,2699,0.101889588736569,0.293384467881112,2438,4,0.281853156704876,131.576,211,25.1503795067208,0,1049,0,5,0
0.586098931272993,0.374346679482934,0.911413477009734,0.462060458280152,2174,24,2684,0.108792846497765,0.336260330578512,2412,0,0.157472406011197,112.111111111111,180,23.6271012988785,0,997,0,6,0
0.600334136372181,0.550586291646075,0.858588039162148,0.372299319569771,2227,18,2774,0.11463590483057,0.313638601674052,2467,0,0.248085623441271,103.214285714286,162,7.96410812517923,0,1026,0,7,0
0.439140014681796,0,0.861661294790402,0.384176076279102,2164,12,2420,0.120661157024793,0.384121424401635,2145,2,0.144118852081934,83.5564516129032,146,2.06479326320505,0,786,0,8,0
0.548603316940442,0,0.839286396681623,0.335333551561426,2005,12,2313,0.115002161694769,0.389671361502347,2066,0,0.148325329280333,82.808,140,1.99171851537602,0,806,0,9,0
0.502171197063253,0.151048818611096,0.843797833100154,0.379366838679386,2038,8,2332,0.115780445969125,0.382905982905983,2084,0,0.32381045083513,88.7751937984496,162,3.20772205599182,0,940,0,10,0
0.550087376733764,0,0.85924458586903,0.49505081575622,2169,13,2798,0.105789849892781,0.313264346190028,2520,0,0.149653435750363,96.936,183,3.63098991344566,0,973,0,11,0
0.640309626021624,0.542571378649156,0.8836580513509,0.458764157271251,2220,16,2661,0.124765125892522,0.341759352881699,2348,7,0.180480229111227,95.0546875,167,2.8069259521284,0,996,0,12,0
0.506610623268425,0,0.869211026430734,0.30126364449344,2205,18,2646,0.113756613756614,0.332317073170732,2362,0,0.543107840877009,78.234375,172,2.03971202313709,0,858,0,13,0
0.667690048356429,0.185304124442314,0.893566694914974,0.612582474726004,2118,23,2667,0.1106111736033,0.326530612244898,2391,2,0.159356383904867,108.869918699187,176,23.9178072508209,0,907,0,14,0
0.392957619702683,0,0.861586152879052,0.342384435272409,2116,26,2828,0.102545968882603,0.308270676691729,2557,0,0.2399818509522,86.5419847328244,210,2.49420105681571,0,1013,0,15,0
0.489296642839098,0,0.83828998186367,0.362305178786468,2047,19,2291,0.118725447402881,0.405727923627685,2036,3,0.165649527949097,85.1803278688525,148,3.61548111407427,0,813,0,16,0
0.469194071389044,0,0.846862840883095,0.375890660980879,2100,10,2533,0.120410580339518,0.366341991341991,2247,0,0.166238038682521,82.1259842519685,167,1.27143171122937,0,834,0,17,0
0.704847154622839,3.49804509867542,0.888901216766198,0.395817762087588,2120,17,2536,0.112381703470032,0.361940298507463,2268,1,0.188883975668327,101.9375,184,7.52896088597874,0,861,0,18,0
0.507579090564173,0,0.871890458461611,0.381752985065704,2105,15,2546,0.109976433621367,0.367204301075269,2286,0,0.155622545725672,92.9047619047619,181,3.38833372036557,0,948,0,19,0
0.56632976744983,0.200474874524288,0.89608604487278,0.347842227454904,2127,16,2568,0.11214953271028,0.348444913020559,2296,1,0.1722276532366,85.4076923076923,174,2.15796338265695,0,922,0,20,0
0.763714511870588,11.6878019870989,0.899526756433064,1.02808403176061,2291,24,2859,0.113326337880378,0.314299424184261,2553,3,0.274545801963059,120.897637795276,204,54.1828621463488,0,918,0,21,0
0.523527086753234,0.114588755471301,0.848432620366291,0.30555575323565,2151,8,2469,0.113811259619279,0.340251228836701,2210,1,0.216158420235492,91.9083333333333,163,6.16717320166991,0,847,0,22,0
0.556266818898807,0.0481328066027817,0.869698668234277,0.386238214093804,2120,10,2428,0.120263591433278,0.367638650657519,2152,1,0.180969520852648,93.9153846153846,172,2.46045913757071,0,761,0,23,0
0.469573167295485,0,0.863619603324149,0.348536665845008,2074,20,2443,0.105607859189521,0.357334766254702,2201,1,0.170825792871064,86.048,183,4.28404945578277,0,902,0,24,0
0.460371094777891,0,0.891618883385532,0.4806386429415,2134,23,2595,0.0951830443159923,0.336750384418247,2367,0,0.170425199891727,101.873015873016,186,4.385149242543,0,1086,0,25,0
0.473062290137743,0.012872116913629,0.868358418714402,0.429587674484519,2072,11,2398,0.109257714762302,0.3587319243604,2151,3,0.150601504724682,78.4765625,154,0.822775712609535,0,990,0,26,0
0.533525130482575,0.816826781619491,0.865609956740053,0.348536940433225,2147,17,2607,0.107403145377829,0.346074380165289,2346,1,0.178530874819047,90.368,171,4.96253873654267,0,854,0,27,0
0.561396610116304,0.311639692764497,0.920819732682875,0.539077440960406,2042,12,2508,0.110047846889952,0.364121729845168,2251,1,0.160628085783399,113.245901639344,185,15.2862364051547,0,847,0,28,0
0.403410932245284,0,0.851324972138914,0.264098673268247,2120,13,2457,0.110704110704111,0.385706182643222,2202,0,0.174955284794128,85.4296875,141,3.09598290444715,0,819,0,29,0
0.636040792448789,2.75781497750904,0.910621291129994,0.60571153395987,2247,12,2782,0.103882099209202,0.328544061302682,2507,1,0.198376808810339,110.173228346457,179,17.8096311004788,0,1010,0,30,0
0.453456697357609,0,0.870706351270654,0.567865445764943,2028,14,2444,0.114975450081833,0.32398753894081,2195,4,0.357853081185893,87.3828125,172,0.881273360240298,245,1205,27207.2273052825,1,1
