"hold_occupancy","hold_mean_queue","icu_occupancy","icu_mean_queue","total_rtd","total_dow","dispositions","in_theatre_share","post_definitive_icu_share","evac_decisions","never_evacuated","mean_evac_wait_days","role4_sustained","role4_peak","theatre_mean_queue","released_unrepaired","role4_operations","role4_theatre_minutes","replication","saturation_threshold"
0.470341763037198,0,0.876394699933703,0.554205288173673,2008,9,2356,0.107385398981324,0.385647607934656,2117,0,0.204416927310743,83.9763779527559,149,2.61557091343719,43,910,4973.50869936552,1,16
0.546348142743764,0.459655169699229,0.848400801871108,0.532999271178023,2093,13,2376,0.119949494949495,0.374337845791642,2113,0,0.225977763954034,86.584,163,3.52576347800659,42,919,4787.00089308059,2,16
0.40627737980966,0,0.855710171130046,0.185263655866297,2108,17,2462,0.110885458976442,0.380022962112514,2206,2,0.179396111265163,78.512,172,0.734287271885189,42,860,4878.76867654913,3,16
0.573199073214667,0.00980224834060164,0.887636492993707,0.476309390633466,2139,18,2835,0.0948853615520282,0.219892735251097,2584,2,2.1201825424086,106.834710743802,190,4.26638698986165,128,1328,15226.4569413968,4,16
0.511484294436272,0,0.833378176499927,0.252564478003704,2224,17,2570,0.112062256809339,0.355579284570208,2299,1,0.232769004752103,81.0247933884298,175,1.54219658504213,63,1115,6991.81897860718,5,16
0.605122651698284,2.79940451306084,0.885439816479582,0.461829092367787,2122,19,2592,0.116512345679012,0.333689268553123,2305,2,0.293296786383095,84.6356589147287,181,2.37005435509988,66,875,7489.44284056392,6,16
0.562790343955798,0.0787735994633355,0.90368461542596,0.70083031198449,2154,19,2609,0.114986584898429,0.330143540669856,2328,0,0.326292500009041,102.3359375,163,4.69932608607513,49,977,5622.93651909543,7,16
0.654685003738325,0.426417301298331,0.919470883519878,2.47746776784998,2165,15,2644,0.114220877458396,0.326475365457499,2359,0,0.257278451909898,117.572519083969,217,9.52410775262076,76,1005,8468.11626606713,8,16
0.468312220319416,0,0.864327188133212,0.376398385157588,2126,18,2451,0.115055079559364,0.348554913294798,2193,0,0.239581480433168,88.3414634146341,187,2.3713980822907,45,860,5106.68323396407,9,16
0.456763036517726,0.314384254599236,0.869326521459488,0.400341676830331,2181,16,2564,0.120904836193448,0.357298474945534,2276,1,0.285410883502402,87.0081967213115,162,1.42749182269368,35,1081,4017.62684283447,10,16
0.548703078216264,0,0.899739535117267,0.700046889896377,2195,16,2615,0.110898661567878,0.328826392644673,2340,12,0.274944650920439,99.216,170,3.80370577591457,89,1038,8303.65243405909,11,16
0.332655642734072,0,0.823267842891656,0.245613201839879,2096,21,2346,0.106564364876385,0.382352941176471,2115,0,0.176007794034788,71.234375,168,0.808223543419721,33,839,3801.41446116991,12,16
0.460060341411888,0.0833028658078179,0.852857580694392,0.305326057446132,2045,19,2418,0.118279569892473,0.314497716894977,2153,1,1.2227252467958,80.9444444444444,184,0.872332807957868,45,1006,5415.17144236303,13,16
0.496287954766246,0,0.858783376756851,0.736227268680475,2042,17,2365,0.106553911205074,0.364431486880466,2126,0,0.209974083985739,101.11811023622,187,2.60762518548991,50,857,6422.58790926744,14,16
0.422767944661569,0,0.864259459364114,0.411013305104332,2003,14,2268,0.117724867724868,0.400717703349282,2021,2,0.158817565219476,79.0079365079365,138,1.88057852914894,18,823,2179.04526311238,15,16
0.551275526841335,0.622579112781254,0.891326269595641,0.58594032207913,2110,15,2552,0.117163009404389,0.332075471698113,2276,0,0.260993883031604,103.231404958678,211,2.91219892191395,48,1007,4935.67162984478,16,16
0.560152791551585,0,0.885765332113861,0.471293904067237,2011,10,2520,0.105555555555556,0.350750416898277,2270,1,0.241635013081444,88.4296875,187,3.63609605750187,88,973,10260.9891486739,17,16
