"hold_occupancy","hold_mean_queue","icu_occupancy","icu_mean_queue","total_rtd","total_dow","dispositions","in_theatre_share","post_definitive_icu_share","evac_decisions","never_evacuated","mean_evac_wait_days","role4_sustained","role4_peak","theatre_mean_queue","released_unrepaired","role4_operations","role4_theatre_minutes","replication","saturation_threshold"
0.666735985432871,3.43789920140494,0.930677540378384,3.39403734043376,2173,15,2643,0.113507377979569,0.269253380364491,2373,4,0.544845218518288,97.4724409448819,172,1.3146105309447,290,1311,33151.1187147176,1,2
0.653487012236199,0.475313416458899,0.904735345729792,1.62000206321532,2245,22,2681,0.117493472584856,0.294879009566685,2395,5,0.327954924456224,115.483870967742,196,3.51954722294748,244,1259,28018.2734760938,2,2
0.532306571476151,0.0222930890075867,0.882311033449677,0.641832382175683,2214,13,2514,0.12211614956245,0.341331733653269,2235,0,0.346617184463772,80.75,183,1.320780640974,177,1073,20285.8791467768,3,2
0.488485773248177,0.076718189442702,0.832737837017911,0.292750146547857,2206,18,2846,0.108222066057625,0.19887323943662,2575,0,2.57302387146311,85.4651162790698,220,0.346994938088616,314,1357,36123.3841064322,4,2
0.574776147536255,0.255356201896338,0.91994805339175,1.0172237962756,2090,20,2569,0.109770338653172,0.297935103244838,2324,0,0.434599912557557,104.557251908397,180,2.49371934025161,255,1217,28652.0683407022,5,2
0.536520468749636,0.239214856509807,0.907983071823379,0.510314050372702,2073,12,2371,0.107549557148882,0.353337415799143,2143,2,0.266197857011553,99.5371900826446,155,0.783208822865376,153,989,18085.1318284707,6,2
0.562875143727122,0.546312539563387,0.87357949390173,1.09122798700388,2047,17,2519,0.112346169114728,0.30321046373365,2274,2,0.379177605127246,103.983870967742,170,1.37231762755947,238,1254,27504.260124345,7,2
0.538516732858595,0,0.866614509492922,0.731121774231265,2022,15,2294,0.0959023539668701,0.358576051779935,2094,1,0.265961353270734,92.6666666666667,172,1.06458993655924,169,1020,19905.8893302874,8,2
0.476979637026153,0.391659887159509,0.921160055423351,1.58284649807549,2139,21,2663,0.108524220803605,0.290723981900453,2404,0,0.411771481386858,111.282258064516,183,2.7110740871431,249,1261,28689.5780064787,9,2
0.472131670593103,0,0.862099268758325,0.805304548664406,2220,11,2693,0.122539918306721,0.242424242424242,2394,3,1.16837322423267,84.2903225806452,173,1.77931041145728,229,1118,25495.0960130272,10,2
0.543769971881816,0,0.855055779557987,0.613416010961411,2197,14,2420,0.118181818181818,0.367882277671145,2155,2,0.265521798234823,88.2170542635659,160,2.28792300207892,152,1043,18368.0782626915,11,2
0.476374795582927,0,0.847088442591518,0.543899724536713,2050,7,2568,0.103582554517134,0.335115864527629,2319,3,0.313911352257331,92.7519379844961,185,1.40919697901565,215,1280,25179.4249411426,12,2
0.520450410861223,0,0.872631632947943,0.412144518362631,2346,24,2811,0.113482746353611,0.225934314835787,2529,1,1.06979956432079,86.1796875,202,0.572874602654526,278,1410,33198.6069625304,13,2
0.506773528663063,0,0.874623396395897,0.693028284564868,2162,20,2520,0.125,0.347826086956522,2232,0,0.278444548187883,88.0625,172,1.56196680131317,194,1116,21790.9728644473,14,2
0.494207852786275,0.299109685598816,0.880354521801789,2.86636476414007,2103,11,2519,0.107979356887654,0.316074653822998,2276,2,0.646662516824925,101.085271317829,174,2.56260819046493,222,1209,25255.0227119917,15,2
0.507104609102851,0,0.888769098839805,1.7234911631031,2072,17,2540,0.10748031496063,0.294818344252531,2290,2,0.436751105562943,100.292682926829,192,3.01338355208199,253,1331,29059.9070283819,16,2
0.509781780122299,0,0.838947849841202,1.48009030900291,2104,13,2547,0.109148017275226,0.292147806004619,2294,0,0.408945918502587,96.7235772357724,176,1.76786074210034,231,1335,26585.2282895601,17,2
0.480784801756489,0.0436109909855809,0.836141587129235,0.473484876862575,2013,20,2508,0.0996810207336523,0.335923490735206,2289,1,0.303744785219002,87.488188976378,191,0.692986609100822,209,1197,23199.1462562093,18,2
0.347973163489086,0,0.817388836432126,0.322251940884317,2122,10,2367,0.109421208280524,0.345883854499043,2124,1,0.455131256711353,71.4031007751938,180,0.49251814009299,184,1044,21171.2575317392,19,2
0.490026602923,0,0.876506357506162,0.680546348391051,2092,20,2639,0.108374384236453,0.300722623679822,2384,0,0.436621520915772,91.2677165354331,172,1.28742460408123,197,1277,22761.4193245265,20,2
0.668417699142054,1.72382307029452,0.969710425224877,7.84427891545673,2209,20,2860,0.104895104895105,0.245980707395498,2600,3,0.568742515032586,141.769230769231,232,16.8675101295854,372,1475,42321.4494735301,21,2
0.617549423997691,3.75941915549367,0.914814192721107,1.06432090500164,2307,18,2790,0.117562724014337,0.291879613855764,2489,1,0.39766042704465,100.587786259542,171,1.02908296230573,219,1212,25323.657140914,22,2
0.53489795078455,0.0344849150812158,0.872352271839629,1.03525666878986,2207,23,2756,0.107402031930334,0.276861853325753,2493,14,0.421343461284329,87.3511450381679,203,1.61376829808877,276,1268,31000.2481272937,23,2
0.584631428204261,1.35809774380629,0.924078607542836,1.32249521638179,2125,13,2411,0.120696806304438,0.332916926920675,2139,0,0.359271406982571,102.25,151,0.984019456470941,181,1058,20828.1672247483,24,2
0.462649164324637,0,0.84253046621889,0.444352434240891,1996,20,2385,0.118658280922432,0.365946632782719,2124,0,0.272619812562111,82.390243902439,147,0.582663148740944,154,1013,18591.3114673037,25,2
0.390568972472687,0,0.882185804573652,0.655028095226703,2032,17,2634,0.102126044039484,0.274687854710556,2390,1,0.453210387684495,95.5491803278689,211,1.02795027732378,278,1272,31803.5204043263,26,2
0.602635615650319,0.684355256721961,0.893946671631151,0.653844974043038,2111,16,2434,0.119556285949055,0.365254757519951,2171,2,0.24937579374051,90.2325581395349,153,1.38728869163921,159,1122,18342.659424454,27,2
0.518500756707596,0,0.876923275163549,0.670947048561891,2101,12,2552,0.113636363636364,0.308752997601918,2285,0,0.391833560139131,95.1322314049587,186,1.10205292500248,221,1182,25663.029563338,28,2
0.433055825993643,0,0.89012206189293,0.908430249663816,2096,9,2508,0.111244019138756,0.319781553398058,2255,1,0.372402231784961,97.2786885245902,180,1.79535352065233,215,1208,24599.02147388,29,2
