"scenario","scenario_label","resource","n_reps","mean_q","sd_q","p10_q","p90_q","max_q","ci_lower","ci_upper"
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_evac_1_medic_1_t1",50,0.016528559053877,0.0268845558057182,0.00274984660517413,0.0286735577260601,3,0.00888805283249237,0.0241690652752615
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_evac_1_medic_1_t2",50,0.0155235174470762,0.0204718088442066,0.00229451535046492,0.0318667779355847,3,0.00970549374724305,0.0213415411469094
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","b_r2b_resus_1_t1",50,0.0114156665475241,0.0184508609956736,0,0.026316977940354,2,0.00617198987136485,0.0166593432236833
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","b_r2b_resus_1_t2",50,0.0110701070526966,0.015066731906721,3.98342914145431e-05,0.0245201072396317,2,0.00678818922220934,0.0153520248831839
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2eheavy_emerg_1_facem_1_t1",50,0.0079248076200395,0.0295741090105862,0,0.00835154596257807,3,-0.000480061164857024,0.016329676404936
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_icu_1_nurse_1_t1",50,0.00511225160427227,0.0167977381856219,0,0.011783206933667,1,0.000338387232477974,0.00988611597606656
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2eheavy_emerg_2_facem_1_t1",48,0.00498358716970464,0.00727042823240551,0,0.0143004307018314,3,0.00287247487389614,0.00709469946551315
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2eheavy_emerg_3_facem_1_t1",45,0.00451463341953369,0.00628019133486113,0,0.0137260816232728,3,0.00262785506500832,0.00640141177405907
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","b_r2b_icu_2_t1",30,0.00377699648043826,0.0118703558455583,0,0.0142837365517721,3,-0.00065546723779558,0.00820946019867209
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_icu_1_nurse_1_t2",50,0.00376600901250873,0.0119401438500271,0,0.0103812586057931,1,0.000372657676164351,0.00715936034885311
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","b_r2b_icu_1_t1",50,0.00269135927046656,0.0134992269093168,0,0.00248402479236736,3,-0.00114507856878462,0.00652779710971774
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","b_r2b_icu_2_t2",26,0.00263966770480353,0.0134597171361939,0,0,2,-0.00279682969969715,0.00807616510930422
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_surg_1_anesthetist_1_t1",50,0.00249975068941174,0.00152556497604552,0.00022051281156603,0.00455222831945352,1,0.00206618992036519,0.0029333114584583
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_surg_1_anesthetist_1_t2",50,0.00244163149839726,0.00121035308123936,0.000750271599943084,0.00367041320186981,1,0.00209765295866947,0.00278561003812506
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","b_r2b_resus_2_t2",50,0.00223437332527723,0.0076100015618033,0,0.00405349723680954,1,7.16348110951352e-05,0.00439711183945932
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","b_r2b_icu_1_t2",50,0.00207655609304599,0.0107589166785731,0,0.00269712400229627,2,-0.000981094195545052,0.00513420638163703
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","b_r2b_resus_2_t1",50,0.00159788034461119,0.00489881979678072,0,0.00359653818153258,1,0.00020565116272588,0.0029901095264965
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_technician_medic_3_t1",20,0.00137749180161049,0.0061603306136994,0,0,1,-0.0015056316739105,0.00426061527713147
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_clinician_nurse_1_t1",50,0.000259770152314257,0.00135783495715892,0,0.00027127665230183,1,-0.000126122272792487,0.000645662577421002
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_clinician_nurse_1_t3",50,0.000200289268232342,0.000620269171523434,0,0.000395708488342775,1,2.40107201244401e-05,0.000376567816340243
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_clinician_nurse_1_t2",50,0.000197608941260844,0.000597165814400903,0,0.000518889185419847,1,2.78962945985609e-05,0.000367321587923127
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_technician_medic_1_t1",50,0.000134333609531554,0.000945832498285608,0,0,2,-0.000134469012306886,0.000403136231369994
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","b_r2eheavy_resus_1_t1",50,0.000133172829471017,0.000521101400650807,0,9.40887952518393e-06,1,-1.49225499883625e-05,0.000281268208930397
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","t_HX240M_1",50,8.56655156332767e-05,0.000366590495002142,0,0,1,-1.85183503009551e-05,0.000189849381567508
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","b_r2eheavy_resus_2_t1",50,5.41175911950351e-05,0.000382669157154907,0,0,1,-5.46357799635908e-05,0.000162870962353661
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_technician_medic_1_t2",50,4.68709274459471e-05,0.000247793772248942,0,0,1,-2.35512834386274e-05,0.000117293138330522
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_technician_medic_3_t2",20,3.48022738503877e-05,0.00015564050020206,0,0,1,-3.8039722466579e-05,0.000107644270167354
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_technician_medic_2_t1",50,3.43721661021821e-05,0.000243047917349234,0,0,1,-3.47012877432561e-05,0.00010344561994762
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","t_HX240M_2",50,1.82935586152954e-05,0.00012935499348909,0,0,1,-1.84687237769745e-05,5.50558410075653e-05
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_technician_medic_1_t3",50,1.64029287424557e-05,0.000115986221451101,0,0,1,-1.65599906747787e-05,4.93658481596901e-05
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_technician_medic_2_t2",50,9.79711359534699e-06,6.32993920203419e-05,0,0,1,-8.19237457162568e-06,2.77866017623196e-05
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","b_r2eheavy_resus_3_t1",45,5.45841277575306e-06,3.66161460475115e-05,0,0,1,-5.54229534042924e-06,1.64591208919354e-05
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_technician_medic_2_t3",50,6.35698008803244e-07,4.4950637281156e-06,0,0,1,-6.41784967980121e-07,1.91318098558661e-06
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","ame",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","ame_critical",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","b_r2b_ot_1_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","b_r2b_ot_1_t2",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","b_r2eheavy_resus_4_t1",16,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_clinician_doctor_1_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_clinician_doctor_1_t2",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_clinician_doctor_1_t3",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r1_technician_medic_3_t3",22,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_emerg_1_medic_1_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_emerg_1_medic_1_t2",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_emerg_1_nurse_1_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_emerg_1_nurse_1_t2",50,0,0,0,0,0,0,0
