"scenario","replication","group","mean_q"
"high_intensity",47,"R2E Hold",44.3172377682081
"high_intensity",47,"R2E ICU",22.9135061384759
"high_intensity",47,"R2E OT",47.8830147266711
"high_intensity",47,"Transport",0.0740174202314027
"high_intensity",48,"R2B Hold",27.6304536709518
"high_intensity",48,"R2B OT",0
"high_intensity",48,"R2E Hold",43.872749950202
"high_intensity",48,"R2E ICU",34.7911739683362
"high_intensity",48,"R2E OT",19.3549589818513
"high_intensity",48,"Transport",0.0604549424477326
"high_intensity",49,"R2B Hold",40.5700630870005
"high_intensity",49,"R2B OT",0
"high_intensity",49,"R2E Hold",60.6820654326543
"high_intensity",49,"R2E ICU",36.1846574021096
"high_intensity",49,"R2E OT",12.5964821766506
"high_intensity",49,"Transport",0.127844931134959
"high_intensity",50,"R2B Hold",46.2341764816274
"high_intensity",50,"R2B OT",0
"high_intensity",50,"R2E Hold",48.5901215664008
"high_intensity",50,"R2E ICU",28.7672307084441
"high_intensity",50,"R2E OT",56.9201619798299
"high_intensity",50,"Transport",0.17210916518851
