"vehicle","qty","mean_q","ci_lower_q","ci_upper_q","mean_util","ci_lower_util","ci_upper_util"
"PMVAmb",1,1.70852282025429,0.628446413374358,2.78859922713423,0.364137140934009,0.355875709532757,0.37239857233526
"PMVAmb",2,0.0694669567553811,0.0454157163840867,0.0935181971266755,0.182927346877572,0.180031625758851,0.185823067996292
"PMVAmb",3,0.0193959355520779,0.00876274254570021,0.0300291285584556,0.121525078183548,0.119308268526934,0.123741887840163
"PMVAmb",4,0.00511259889860986,0.00055428610657839,0.00967091169064134,0.0904979591873289,0.0884334355397816,0.0925624828348762
"PMVAmb",5,0.00386737146530691,0,0.0082351651383622,0.073339048890227,0.0716133330016804,0.0750647647787737
"HX240M",1,0.158899681724561,0,0.330381841719871,0.104528112157271,0.100259206792725,0.108797017521817
"HX240M",2,0.0276450744654536,0,0.077221063116435,0.0531289532919921,0.0505463387636594,0.0557115678203249
"HX240M",3,0.00107921828800327,0,0.00227248227270822,0.0350163808456017,0.0340976085935933,0.03593515309761
"HX240M",4,0.00045085835208163,0,0.00118495467756388,0.0536029990531417,0.0253886297194236,0.0818173683868599
