"parameter","S1","S1_lower","S1_upper","ST","ST_lower","ST_upper"
"long_resus_mode",0.0108291056153637,-0.111515726643822,0.154264200958756,0.150802848422448,-0.0276091098891859,0.321360451445724
"pri1_surg_prob",0.253272111558494,-0.303658891697562,0.512914405031212,0.0630430569022698,-0.63752726454486,0.639685706527033
"mass_casualty_rate",0.584273306675863,-0.577308956422149,1.06554115306922,1.11277836609651,0.789274452827804,1.46757998564855
"pri1_dcs_rate",0.142416349554636,-0.36646279681575,0.358160999676393,0.418914201013319,0.0492922487522253,0.962200154400464
"triage_p1_balance",0.0391601040264421,-0.148004403911267,0.15260287974748,0.354209425357545,0.122508008147268,0.654144319519871
"triage_p2_p3_balance",-0.0462774444521215,-0.167916819368959,0.103391674074014,0.186774845684522,-0.0789186733582352,0.462491900661456
