"parameter","S1","S1_lower","S1_upper","ST","ST_lower","ST_upper"
"long_resus_mode",0.890655390213566,-0.934087268960636,2.38348803729848,-0.369564899234792,-1.49732005897864,0.818625042159713
"pri1_surg_prob",0.541322154138587,-1.27662299303796,1.83171533352454,-0.106525268719542,-1.23160681129028,1.26789928953673
"mass_casualty_rate",1.10545838291113,-1.42510263980674,3.29996364426374,0.359276693820666,-1.35995272795301,2.35378742355665
"pri1_dcs_rate",0.906533766086637,-0.221190310081186,1.81918103718384,-0.558630033286647,-1.37394041601772,0.43131101395566
"triage_p1_balance",0.702144964542312,-1.53834041169988,2.15805246071768,0.0172525481136191,-1.25308138999676,1.53895880731214
"triage_p2_p3_balance",0.844180221150482,-0.785648828391508,2.09454419064046,-0.261889714914844,-1.46652824614084,1.30498890995415
