"parameter","S1","S1_lower","S1_upper","ST","ST_lower","ST_upper"
"long_resus_mode",0.0521277641046194,-0.183681493154464,0.27363761384142,-0.0916735835727694,-0.266620885435543,0.138022189782908
"pri1_surg_prob",-0.050310740288494,-0.193607287270905,0.18425333488241,-0.0634569354363367,-0.347624577315321,0.318988120943886
"mass_casualty_rate",1.13392207438749,-0.474024078501509,2.02779335516431,1.5369499765877,0.716436562590643,2.40229163595655
"pri1_dcs_rate",0.0136374825366266,-0.0983163601088301,0.168659023273454,0.0804776370553102,-0.0528352708859526,0.185413423139159
"triage_p1_balance",0.0268858430639884,-0.0926490103644811,0.123314427436849,0.000640261517041581,-0.169745374441219,0.238728465589964
"triage_p2_p3_balance",-0.0910222727031578,-0.194810335401897,0.101489745206274,0.057889103240835,-0.119752364205053,0.168041299623317
