"i","dow_count","dow_rate_r1","dow_rate_r2b","dow_rate_r2e","dow_rate_r2e_postop","dow_rate_ame_wait","time_to_surgery_mean","time_to_surgery_p90","r2b_dwell_mean","r2b_r2e_transit_mean","r2e_dwell_mean","ot_util_r2b","ot_util_r2e","r2b_surgery_count","r2e_surgery_count","r2b_ot_q","r2e_ot_q","r2e_icu_q","transport_q","rtd_rate_r1","rtd_rate_r2b","rtd_rate_r2e","r2b_bypass_rate","total_rtd","role4_peak_occupancy","role4_mean_occupancy","ame_sortie_demand","ame_wait_critical_mean","ame_wait_standard_mean","ame_backlog_critical_mean","ame_backlog_critical_peak","ame_backlog_standard_mean","ame_backlog_standard_peak","ame_sorties_flown","system_ot_q","transport_util"
342,0.6,0,0.0014058106841612,0,0,0,3545.59245177636,8488.32183245387,6566.63787481392,25.0033118689608,9010.7530030787,0.0732478105365685,0.127948280207337,30.6,66.8,0,0.0288441644670979,0.0475459773725088,0.000604968207042382,0.279287722586692,0.0656044985941893,0.0309278350515464,0.605,160.4,7.4,4.72,13.4,3459.31938491859,0,3.70434075807742,8.2,1.26493438460848,2.25,7,0.0288441644670979,0.174747500602727
343,1.2,0,0.00251046025104603,0,0,0,4203.08668497778,9351.34592201624,6592.61467905971,25.1664597342973,9290.70740561015,0.0862520203196424,0.245388691155098,33.6,88.6,0,0.139300562846996,0.056176248234405,0.000496177551324084,0.293723849372385,0.0589958158995816,0.0267782426778243,0.540302267002519,181.4,6.6,4.48,11.8,2709.63435881667,7358.19842429135,3.96835506718929,7.2,1.77067533307764,3.25,7,0.139300562846996,0.248636799476328
344,1,0.000449640287769784,0.00179856115107914,0,0,0,3927.47506026036,9031.82779195365,6701.19168887127,24.8336214273192,9190.69635974551,0.0771163706113158,0.172133702647565,29.8,74.4,0,0.0696880387448543,0.0367954265331381,0.0002332414576482,0.302158273381295,0.0607014388489209,0.0323741007194245,0.627627627627628,175.8,7.2,4.7,12.6,3608.55253163063,10980.7611305696,4.353382163866,8.4,1.08286748091825,2.25,7,0.0696880387448543,0.166478949793444
345,1,0.000449640287769784,0.00179856115107914,0,0,0,3927.47506026036,9031.82779195365,6701.19168887127,24.8336214273192,9190.69635974551,0.0771163706113158,0.172133702647565,29.8,74.4,0,0.0696880387448543,0.0367954265331381,0.0002332414576482,0.302158273381295,0.0607014388489209,0.0323741007194245,0.627627627627628,175.8,7.2,4.7,12.6,3608.55253163063,10980.7611305696,4.353382163866,8.4,1.08286748091825,2.25,7,0.0696880387448543,0.166478949793444
346,1,0.000449640287769784,0.00179856115107914,0,0,0,3927.47506026036,9031.82779195365,6701.19168887127,24.8336214273192,9190.69635974551,0.0771163706113158,0.172133702647565,29.8,74.4,0,0.0696880387448543,0.0367954265331381,0.0002332414576482,0.302158273381295,0.0607014388489209,0.0323741007194245,0.627627627627628,175.8,7.2,4.7,12.6,3608.55253163063,10980.7611305696,4.353382163866,8.4,1.08286748091825,2.25,7,0.0696880387448543,0.166478949793444
347,1,0.000449640287769784,0.00179856115107914,0,0,0,3927.47506026036,9031.82779195365,6701.19168887127,24.8336214273192,9190.69635974551,0.0771163706113158,0.172133702647565,29.8,74.4,0,0.0696880387448543,0.0367954265331381,0.0002332414576482,0.302158273381295,0.0607014388489209,0.0323741007194245,0.627627627627628,175.8,7.2,4.7,12.6,3608.55253163063,10980.7611305696,4.353382163866,8.4,1.08286748091825,2.25,7,0.0696880387448543,0.166478949793444
348,1.2,0,0.00259852750108272,0,0,0,3591.60238939393,8538.61016103422,6246.71173042076,25.0641848800198,8978.71542304061,0.0882838206121414,0.173732953584501,35.2,91.2,0,0.0836563235030994,0.0292910921261492,0.00104547589281299,0.286271113035946,0.0675617150281507,0.029016890428757,0.476580796252927,176.8,7.6,5.09333333333333,15.8,4135.36636463367,4675.48317184023,5.68480926153057,12.8,1.94366773222102,3,7,0.0836563235030994,0.0855159275210576
349,1.2,0,0.00259852750108272,0,0,0,3591.60238939393,8538.61016103422,6246.71173042076,25.0641848800198,8978.71542304061,0.0882838206121414,0.173732953584501,35.2,91.2,0,0.0836563235030994,0.0292910921261492,0.00104547589281299,0.286271113035946,0.0675617150281507,0.029016890428757,0.476580796252927,176.8,7.6,5.09333333333333,15.8,4135.36636463367,4675.48317184023,5.68480926153057,12.8,1.94366773222102,3,7,0.0836563235030994,0.0855159275210576
350,1.6,0,0.00346620450606586,0,0,0,4002.76700328949,8842.54777682845,6189.4299327654,25.3120130915811,9321.24334657682,0.0874094496526508,0.278877234827975,34.8,105.2,0,0.295472269048274,0.0407297213263156,0.00110263164700236,0.281629116117851,0.0610918544194107,0.029896013864818,0.531213191990577,172,5.6,3.62666666666667,13.6,5726.83740102815,5867.78236820199,5.28947533081882,11.2,2.18938035841024,3.6,7,0.295472269048274,0.166859501016141
351,1.6,0,0.00346620450606586,0,0,0,4002.76700328949,8842.54777682845,6189.4299327654,25.3120130915811,9321.24334657682,0.0874094496526508,0.278877234827975,34.8,105.2,0,0.295472269048274,0.0407297213263156,0.00110263164700236,0.281629116117851,0.0610918544194107,0.029896013864818,0.531213191990577,172,5.6,3.62666666666667,13.6,5726.83740102815,5867.78236820199,5.28947533081882,11.2,2.18938035841024,3.6,7,0.295472269048274,0.166859501016141
352,1.2,0,0.00229673863114378,0.000459347726228755,0,0,3871.81730214166,8793.05021430453,6478.47706412876,24.7460016183074,5225.41900849475,0.0780735810202942,0.243221136810749,31.4,97,0,0.406169863286639,0.0541235438935624,0.00251419956151427,0.272852549379881,0.0707395498392283,0.0555810748736794,0.601604278074866,173.8,46.2,27.9066666666667,27,1476.93937392393,1207.56984745827,2.54064492454731,8.2,4.44923101585962,15,7,0.406169863286639,0.122601001549842
353,1.2,0,0.00229673863114378,0.000459347726228755,0,0,3871.81730214166,8793.05021430453,6478.47706412876,24.7460016183074,5225.41900849475,0.0780735810202942,0.243221136810749,31.4,97,0,0.406169863286639,0.0541235438935624,0.00251419956151427,0.272852549379881,0.0707395498392283,0.0555810748736794,0.601604278074866,173.8,46.2,27.9066666666667,27,1476.93937392393,1207.56984745827,2.54064492454731,8.2,4.44923101585962,15,7,0.406169863286639,0.122601001549842
354,1.2,0,0.00278551532033426,0,0,0,4087.71124960985,8826.09848392364,6667.25976569421,24.5546387387241,5365.99513782327,0.0789358496266157,0.246454116545821,32.2,86.2,0,0.264655202553597,0.0229504744288335,0.000644557826184896,0.274373259052925,0.0682451253481894,0.0566388115134633,0.616216216216216,172,40.6,22.9266666666667,26.8,1594.81727670953,1947.70100463051,2.75743712511942,9,6.0710625451534,18.8,5.8,0.264655202553597,0.123187339677111
355,1.2,0,0.00278551532033426,0,0,0,4087.71124960985,8826.09848392364,6667.25976569421,24.5546387387241,5365.99513782327,0.0789358496266157,0.246454116545821,32.2,86.2,0,0.264655202553597,0.0229504744288335,0.000644557826184896,0.274373259052925,0.0682451253481894,0.0566388115134633,0.616216216216216,172,40.6,22.9266666666667,26.8,1594.81727670953,1947.70100463051,2.75743712511942,9,6.0710625451534,18.8,5.8,0.264655202553597,0.123187339677111
356,1.6,0.000419111483654652,0.00293378038558256,0,0,0,3660.05841611563,8848.37585196533,6267.11325587107,24.9617768176553,4658.70927642438,0.0889117132040862,0.218482821779112,34.2,90.4,0,0.241283004557354,0.0457590262343138,0.00840739494248931,0.319362950544845,0.0603520536462699,0.0553227158424141,0.438216560509554,207.6,46.6,27.2,26,707.62044049335,1023.56500507952,1.57754202019203,6.2,2.65301483759345,8.6,5.2,0.241283004557354,0.132273218204052
357,1.2,0.000432525951557093,0.00216262975778547,0,0,0,3383.0520380546,8459.55213729334,6333.5139153799,25.0218831815015,4898.73577472095,0.0867185074322389,0.165426988986448,33.6,81.8,0,0.0422951244636289,0.0286030190941272,0.0114341043064056,0.333044982698962,0.064878892733564,0.0596885813148789,0.521367521367521,211.6,38.8,24.2866666666667,25.2,758.789521695494,1212.88530212245,1.65124701524595,6.6,2.94349486842647,9.6,5.2,0.0422951244636289,0.135444852268529
358,2,0.00045004500450045,0.0036003600360036,0,0,0.00045004500450045,3323.17807595208,8356.63274118736,6938.16419952096,25.1438601414754,4946.10052772936,0.0614845697918931,0.109171807704488,25.4,56.8,0,0.00217029915159004,0.00630866766429387,0.000355984221765144,0.341134113411341,0.0666066606660666,0.0531053105310531,0.615503875968992,204.8,28.8,16.9866666666667,24.8,1253.8455561189,1384.47724791346,1.73949495346817,6.4,3.51844740394031,13.6,4.4,0.00217029915159004,0.18674322698426
359,0.6,0,0.000889679715302491,0.000444839857651246,0,0,3524.44715520452,8387.51410616229,6350.68693591473,25.1564965555461,4553.87969309091,0.0898376507362847,0.18728399547659,33,95.4,0,0.056479242651376,0.0465357808814865,0.00115440682123714,0.295373665480427,0.0711743772241993,0.0484875444839858,0.441326530612245,186.6,49.8,29.9466666666667,27.2,768.419117192801,1439.27649907871,2.43281791159401,8.2,4.01882162741517,10.2,6,0.056479242651376,0.162642377666096
360,7.8,0.000450653447498873,0.00811176205497972,0.000225326723749437,0,0,5346.42537707784,9997.17787555836,5693.81130045863,25.1872526966267,6111.51951023298,0.128834307149032,0.724688395711823,53.6,196,0,3.35608463856473,0.726504490810163,0.187223192869901,0.240874267688148,0.035601622352411,0.0272645335736818,0.2,269.6,76.8,45.7133333333333,28.4,1980.9514498693,1952.49954556514,7.61337178641857,19.8,9.03402046021542,28,5.8,3.35608463856473,0.151328148176855
361,6.8,0.000447527411053927,0.00693667487133587,0.000223763705526964,0,0,5299.65779985031,10022.1679105151,5581.08845893677,24.9392036712221,6644.61551071708,0.128169314577169,0.68027294120443,54.6,199,0,2.98854699887205,0.511603959457303,0.181733893122287,0.24837771313493,0.0387111210561647,0.0214813157305885,0.206712062256809,275.8,67,27.5,28.2,8942.64015872732,10535.0264637417,15.6458548624734,26.8,23.1443393613176,46.6,1.6,2.98854699887205,0.148803971364369
362,6.8,0.000447527411053927,0.00693667487133587,0.000223763705526964,0,0,5299.65779985031,10022.1679105151,5581.08845893677,24.9392036712221,6644.61551071708,0.128169314577169,0.68027294120443,54.6,199,0,2.98854699887205,0.511603959457303,0.181733893122287,0.24837771313493,0.0387111210561647,0.0214813157305885,0.206712062256809,275.8,67,27.5,28.2,8942.64015872732,10535.0264637417,15.6458548624734,26.8,23.1443393613176,46.6,1.6,2.98854699887205,0.148803971364369
363,4.6,0,0.0047978067169294,0.000228466986520448,0,0.000228466986520448,3827.967244409,8222.81228777822,4799.9039009649,24.9382834106879,6333.26693249764,0.150560863596372,0.630309118774994,63.4,191.4,0,2.59908876659132,0.364049936469686,0.169749890339263,0.256111491889422,0.0628284212931231,0.0146218871373087,0.164370078740157,292,69.4,35.3066666666667,28.2,5688.57484542573,6219.42121669305,13.5459642936173,24.6,16.1168749187126,34.6,1.4,2.59908876659132,0.142348649878976
364,5.8,0.00066949341664807,0.00490961838875251,0.000892657888864093,0,0,3579.57299918085,7906.04358568682,5098.89778950852,24.887676694623,6472.8015031478,0.136948192636664,0.611036224379514,54.4,179.4,0,1.52553996921413,0.3034051862441,0.159283339721057,0.263110912742691,0.0631555456371346,0.0142825262218255,0.189814814814815,305.2,64.6,34.78,28.6,5039.4315433493,6145.83487462306,9.76815314394876,17.8,15.3346108958076,32.4,1.8,1.52553996921413,0.144171840238349
