"i","dow_count","dow_rate_r1","dow_rate_r2b","dow_rate_r2e","dow_rate_r2e_postop","dow_rate_ame_wait","time_to_surgery_mean","time_to_surgery_p90","r2b_dwell_mean","r2b_r2e_transit_mean","r2e_dwell_mean","ot_util_r2b","ot_util_r2e","r2b_surgery_count","r2e_surgery_count","r2b_ot_q","r2e_ot_q","r2e_icu_q","transport_q","rtd_rate_r1","rtd_rate_r2b","rtd_rate_r2e","r2b_bypass_rate","total_rtd","role4_peak_occupancy","role4_mean_occupancy","ame_sortie_demand","ame_wait_critical_mean","ame_wait_standard_mean","ame_backlog_critical_mean","ame_backlog_critical_peak","ame_backlog_standard_mean","ame_backlog_standard_peak","ame_sorties_flown","system_ot_q","transport_util"
1437,2.4,0.00067374094660603,0.00134748189321206,0,0,0,5505.23902065271,11462.6319624939,4810.82612900464,34.8126725223439,7678.10670308203,0.170661752480521,0.709005575781002,89.4,223.6,0,8.22309964529432,0.214320915885402,0.237028738155466,0.236314637022065,0.0390769749031497,0.00589523328280276,0.126888217522659,334,53.6,32.6266666666667,25.6,2484.49303096387,3264.45588432596,8.7456566215466,15.2,20.3118533388767,48.4,6.2,8.22309964529432,0.16807344537794
1438,2.4,0.00067374094660603,0.00134748189321206,0,0,0,5505.23902065271,11462.6319624939,4810.82612900464,34.8126725223439,7678.10670308203,0.170661752480521,0.709005575781002,89.4,223.6,0,8.22309964529432,0.214320915885402,0.237028738155466,0.236314637022065,0.0390769749031497,0.00589523328280276,0.126888217522659,334,53.6,32.6266666666667,25.6,2484.49303096387,3264.45588432596,8.7456566215466,15.2,20.3118533388767,48.4,6.2,8.22309964529432,0.16807344537794
1439,2.4,0.000166195778627223,0.00182815356489945,0,0,0,4385.71228883706,8861.09235024003,3945.01697848806,35.0740951536085,8088.40212599732,0.170126686709342,0.777269178522742,98.2,233.4,0,6.61148624876966,0.177349561523021,0.232998415685898,0.228851587169686,0.0206082765497756,0.0121322918397873,0.119436439321166,314.8,40.4,23.44,28,4868.02056799229,5992.36573339145,11.8262409535372,21.2,22.0117853191638,48.4,4.4,6.61148624876966,0.172212263999951
1440,4,0.000165043736590196,0.00247565604885295,0.000495131209770589,0.000165043736590196,0,5405.29250657089,11631.4611376875,3830.52442271273,34.9724552395608,5497.49595241571,0.177396086195538,0.830698513606362,97.8,259.4,0,16.6587166051788,0.801597942242973,0.23997475317782,0.221983825713814,0.0209605545469549,0.0249216042251197,0.107222398981864,324.6,212.4,103.14,28.4,2872.30430423897,3290.60403555739,13.9379333592291,36.4,13.5811291544256,33.6,4.2,16.6587166051788,0.173338464138615
1441,4,0.000165043736590196,0.00247565604885295,0.000495131209770589,0.000165043736590196,0,5405.29250657089,11631.4611376875,3830.52442271273,34.9724552395608,5497.49595241571,0.177396086195538,0.830698513606362,97.8,259.4,0,16.6587166051788,0.801597942242973,0.23997475317782,0.221983825713814,0.0209605545469549,0.0249216042251197,0.107222398981864,324.6,212.4,103.14,28.4,2872.30430423897,3290.60403555739,13.9379333592291,36.4,13.5811291544256,33.6,4.2,16.6587166051788,0.173338464138615
1442,4,0.000165043736590196,0.00247565604885295,0.000495131209770589,0.000165043736590196,0,5405.29250657089,11631.4611376875,3830.52442271273,34.9724552395608,5497.49595241571,0.177396086195538,0.830698513606362,97.8,259.4,0,16.6587166051788,0.801597942242973,0.23997475317782,0.221983825713814,0.0209605545469549,0.0249216042251197,0.107222398981864,324.6,220.2,104.913333333333,28.4,2872.30430423897,3290.60403555739,13.9379333592291,36.4,13.5811291544256,33.6,4.2,16.6587166051788,0.173338464138615
1443,4,0.000165043736590196,0.00247565604885295,0.000495131209770589,0.000165043736590196,0,5405.29250657089,11631.4611376875,3830.52442271273,34.9724552395608,5497.49595241571,0.177396086195538,0.830698513606362,97.8,259.4,0,16.6587166051788,0.801597942242973,0.23997475317782,0.221983825713814,0.0209605545469549,0.0249216042251197,0.107222398981864,324.6,220.2,104.913333333333,28.4,2872.30430423897,3290.60403555739,13.9379333592291,36.4,13.5811291544256,33.6,4.2,16.6587166051788,0.173338464138615
1444,2.8,0,0.00218413978494624,0.000168010752688172,0,0,5624.86328634708,12123.5619011021,3867.84860249387,34.9366880728233,5482.36991739084,0.171897328202642,0.856361903675616,97.6,264.2,0,16.8613641659459,0.734484840743902,0.22874707947172,0.234879032258065,0.0213373655913978,0.0260416666666667,0.111439842209073,336,234,99.8466666666667,28.6,3263.32282071223,3723.82716877022,14.5322987105354,32.8,15.6748176992111,44.4,4.2,16.8613641659459,0.169553241290786
1445,4.8,0.000514579759862779,0.0032590051457976,0.000343053173241852,0,0,5140.77423462015,11315.7492128047,3948.65616486068,35.1691299690814,5152.81689581069,0.178271321545343,0.841321202755613,95.6,242.2,0,12.1702594957571,0.439044972010435,0.231534285067392,0.234991423670669,0.0210977701543739,0.0253859348198971,0.0977672530446549,328.2,205.2,98.18,28.8,3117.66968167587,2414.77005683518,15.0437873475517,36.6,10.397526483272,32.6,4.2,12.1702594957571,0.164335953028151
1446,3,0.000341588385994876,0.00204953031596926,0.000170794192997438,0,0,5462.04957365484,11738.147158522,3903.35590992016,35.0733780973926,4861.31176434282,0.162020943822363,0.872486219538193,88.6,247,0,14.6251857708085,0.534796587287528,0.235894037593861,0.237745516652434,0.0211784799316823,0.0266438941076003,0.0946555054732775,334.4,221.8,110.006666666667,28.8,1703.61088185274,777.922158604149,7.72677791265974,20.2,3.10851905549517,13.6,5.8,14.6251857708085,0.164922258955158
1447,2.6,0.000172771250863856,0.00190048375950242,0.000172771250863856,0,0,5409.41830709814,11743.011198889,3942.61084107867,34.9387166884052,4713.44506843643,0.156012277605298,0.862195443817656,87.6,246,0,13.4124389648389,0.555854988753607,0.236949148062848,0.233932273669661,0.0209053213545266,0.0267795438838977,0.0986246226098625,326,217.6,108.833333333333,28.8,1744.97425431589,785.361304929599,7.83134547975016,20.6,3.10851905549517,13.6,5.8,13.4124389648389,0.163841785859316
1448,2.6,0.000358230342109977,0.00179115171054988,0.000179115171054988,0,0,5400.41157575309,11687.8344731867,4036.91475967265,34.8883754344877,4424.53008768545,0.151459453939001,0.852862209666233,83.2,243.2,0,13.3341012902909,0.257765962100031,0.225314368092744,0.240372559555794,0.0248970087766434,0.0297331183951281,0.105450659066619,329.4,218.4,116.326666666667,28.8,1000.72963303198,495.599954325677,4.19927113842289,15,1.78237677139911,13,5.2,13.3341012902909,0.156700874078526
1449,2.2,0,0.00205592105263158,0.000205592105263158,0,0,4563.31221368547,9173.48068876153,4344.96337974423,35.1546228438278,4611.7048600823,0.136794633375448,0.812205749411311,75.2,233.6,0,5.9625665189969,0.36188969269148,0.0846664933739216,0.259868421052632,0.0215871710526316,0.0378289473684211,0.122591225912259,310.6,193.6,88.5066666666667,28.4,2837.28313992154,2957.0336571106,10.9017542803988,30.4,10.1914074756846,30.4,4,5.9625665189969,0.130195640343444
1450,2.2,0,0.00205592105263158,0.000205592105263158,0,0,4563.31221368547,9173.48068876153,4344.96337974423,35.1546228438278,4611.7048600823,0.136794633375448,0.812205749411311,75.2,233.6,0,5.9625665189969,0.36188969269148,0.0846664933739216,0.259868421052632,0.0215871710526316,0.0378289473684211,0.122591225912259,310.6,193.6,88.5066666666667,28.4,2837.28313992154,2957.0336571106,10.9017542803988,30.4,10.1914074756846,30.4,4,5.9625665189969,0.130195640343444
1451,2.4,0,0.00222672064777328,0.000202429149797571,0,0,4547.28457659858,8994.88406948432,4361.67937458488,35.205190665309,4640.56021761058,0.135932382094446,0.816416576517672,75.2,232.4,0,5.96705286327273,0.356099557742775,0.0850003788731971,0.261133603238866,0.0210526315789474,0.037246963562753,0.122457120063821,315.6,186,87.4266666666667,28.4,2874.34530475623,3067.98014747866,10.8067309121238,29,10.7276069485202,30,3.8,5.96705286327273,0.131388543150496
1452,2.8,0,0.00302180012950572,0,0,0,4435.97874703271,9331.04577087668,4344.6529368644,34.7768244976899,4163.8045584212,0.135799922765065,0.690672891540598,73.6,206,0,5.28014581434557,0.347074545684102,0.0773534355985945,0.264839197064537,0.0284912583639111,0.0364774444204619,0.135026737967914,305.6,186.2,86.38,28.4,2006.14094321028,1957.63552508721,7.74337408694256,19.8,7.69558715355196,23.2,3.8,5.28014581434557,0.1251005933163
1453,4.8,0.000198452073824171,0.00396904147648343,0.000396904147648343,0,0.000198452073824171,4735.80831744264,9375.04494068056,4335.53831027444,34.8705150249644,4927.83979367274,0.139986862138394,0.827394706260869,76.8,248.4,0,7.96559258195082,0.486175094942467,0.0872384723648548,0.233181186743401,0.0261956737447906,0.035919825362175,0.147604327666151,297.6,207.2,89.5933333333333,28.8,2737.71226564307,2988.0167588953,10.4505319601476,26.6,13.0375600604202,39.6,4.4,7.96559258195082,0.139342899953146
1454,2.6,0,0.00251889168765743,0.000209907640638119,0,0,4534.38406433673,9205.49723106189,4265.0737126583,35.0434411825045,4024.90671030524,0.145153478829265,0.796589377927358,70.6,211.4,0,6.74860907442737,0.248638095998908,0.080999769312474,0.248110831234257,0.0239294710327456,0.0361041141897565,0.139208173690932,293.6,163.2,89.9466666666667,29,1993.79950485869,869.743101967103,6.1265341928166,19,3.58452445587593,21.2,4.6,6.74860907442737,0.130902438040547
1455,3.4,0,0.00357368089131806,0,0,0,4915.25447222352,9797.54935242043,4415.64777256991,34.8900398758227,3808.55868668847,0.150303073577181,0.804962916495623,69.6,213.4,0,7.90746861714078,0.183575032309471,0.0772477170613672,0.253941559806601,0.023123817532058,0.0391002732814799,0.134468085106383,300.8,181.2,97.9,29,724.541864254736,265.776675541207,2.34159266111627,11,0.975216050204356,11,6.4,7.90746861714078,0.130996861893994
1456,6.6,0,0.00525996358486749,0.000809225166902691,0.000202306291725673,0.000404612583451345,5207.87415836986,10579.1809949006,4202.0349190093,34.9233209029068,4293.32618092462,0.158661551836746,0.84206439821992,75.2,223.6,0,10.7884170710158,0.223460216768743,0.0822637123328923,0.250455189156383,0.0250859801739834,0.0384381954278778,0.13215859030837,310.4,183.6,99.08,28.8,576.116150939059,128.118166163455,2.09045099192461,8.8,0.50894884392298,8.6,6.8,10.7884170710158,0.135880611391572
1457,6.6,0,0.00525996358486749,0.000809225166902691,0.000202306291725673,0.000404612583451345,5207.87415836986,10579.1809949006,4202.0349190093,34.9233209029068,4293.32618092462,0.158661551836746,0.84206439821992,75.2,223.6,0,10.7884170710158,0.223460216768743,0.0822637123328923,0.250455189156383,0.0250859801739834,0.0384381954278778,0.13215859030837,310.4,193,102.84,28.8,576.116150939059,128.118166163455,2.09045099192461,8.8,0.50894884392298,8.6,6.8,10.7884170710158,0.135880611391572
1458,6.6,0,0.00525996358486749,0.000809225166902691,0.000202306291725673,0.000404612583451345,5207.87415836986,10579.1809949006,4202.0349190093,34.9233209029068,4293.32618092462,0.158661551836746,0.84206439821992,75.2,223.6,0,10.7884170710158,0.223460216768743,0.0822637123328923,0.250455189156383,0.0250859801739834,0.0384381954278778,0.13215859030837,310.4,193,102.84,28.8,576.116150939059,128.118166163455,2.09045099192461,8.8,0.50894884392298,8.6,6.8,10.7884170710158,0.135880611391572
1459,9.2,0.00020614306328592,0.00783343640486498,0.000824572253143682,0.00020614306328592,0.000412286126571841,5153.74845728378,11188.5895302084,4309.08634264882,35.1421796957696,3998.30379298494,0.160216383090681,0.805055556743878,73.4,224.4,0,9.14179578428618,0.249358297097619,0.095747726669343,0.229849515563801,0.028447742733457,0.0377241805813234,0.140575079872204,287.2,198.6,106.406666666667,29,1133.15240295867,379.219676335931,3.96086401675558,13.6,1.73914373830271,12.4,5.8,9.14179578428618,0.137032454317998
1460,9.6,0.0002002002002002,0.00840840840840841,0.000600600600600601,0,0.0004004004004004,4953.90972506749,9560.65617213384,4308.85499731788,34.9766658042227,3602.19161266295,0.154153385481731,0.805129866812974,73.6,222.4,0,7.58027278152332,0.255446088370508,0.0978920964734901,0.233433433433433,0.0242242242242242,0.0374374374374374,0.133064516129032,294.8,211.8,111.9,29,664.942909385999,104.055944055944,2.29688508590098,8.8,0.45288115632386,8.4,6.2,7.58027278152332,0.141802271662841
1461,9.8,0.000200521355524363,0.00862241828754762,0.00060156406657309,0,0.000401042711048727,4952.9261504493,9560.65617213384,4311.41515097947,35.0034392893923,3610.31123446783,0.154336301660544,0.805110655252247,73.4,222.6,0,7.57469375371203,0.255769772558997,0.097957000825082,0.233807900541408,0.024263084018448,0.0374974934830559,0.131663974151858,294.8,213.8,112.793333333333,29,664.345714347207,104.788732394366,2.30579216440157,8.8,0.45288115632386,8.4,6.2,7.57469375371203,0.141840273870545
1462,6.4,0,0.00562248995983936,0.000803212851405623,0,0,5456.51541574266,10956.1278400415,4467.26628042369,34.796552794099,4017.34784814192,0.154245282848593,0.821540138347028,72,227.6,0,10.4160572125347,0.233637231938562,0.0915972027650811,0.229919678714859,0.0281124497991968,0.0373493975903614,0.164094232331438,294.2,199,108.126666666667,29,616.117607566634,149.433962264151,2.10293396788875,7.8,0.62272381921255,11.4,6.4,10.4160572125347,0.139334415750378
1463,7.2,0,0.00664251207729469,0.000603864734299517,0,0,5030.25188468034,10433.7933446278,4343.52947122073,34.7098826906499,3838.59565071735,0.158404382250991,0.790748711047288,75.2,222.4,0,9.38931600277019,0.23077197645817,0.0888665837260607,0.22926731078905,0.0283816425120773,0.0378421900161031,0.171319796954315,293.6,201.6,107.793333333333,29,688.798031190964,253.889791762393,2.26461628783853,8.4,1.07726741308692,13.8,6.4,9.38931600277019,0.140558260123441
1464,7.2,0,0.00664251207729469,0.000603864734299517,0,0,5030.25188468034,10433.7933446278,4343.52947122073,34.7098826906499,3838.59565071735,0.158404382250991,0.790748711047288,75.2,222.4,0,9.38931600277019,0.23077197645817,0.0888665837260607,0.22926731078905,0.0283816425120773,0.0378421900161031,0.171319796954315,293.6,180.6,103.613333333333,29,688.798031190964,253.889791762393,2.26461628783853,8.4,1.07726741308692,13.8,6.4,9.38931600277019,0.140558260123441
1465,7.8,0,0.00704650694584256,0.000603986309643648,0.000201328769881216,0,4975.84628366203,9605.45809013291,4478.75093468097,35.1418016074406,3781.39737723861,0.138826197487725,0.819304703122947,67.6,215.4,0,7.6998153426246,0.205558139677097,0.0723274167750402,0.279444332595128,0.027984699013489,0.0360378498087377,0.116867469879518,341.2,174.6,99.4466666666667,29,700.114993366992,337.242090967249,2.45087781523921,9.4,1.18040690030388,13,6.8,7.6998153426246,0.130765548467223
1466,8,0.00021362956633198,0.00726340525528733,0.000640888698995941,0,0.000427259132663961,4502.65764366216,9054.11423166519,4503.40169335168,34.7782407971354,3331.59222856731,0.134045379045294,0.735454374391809,66.6,204,0,5.42001183210946,0.174589453970847,0.0739896684326306,0.282418286690878,0.0260628070925016,0.0393078402050844,0.130398322851153,325.6,169.4,95.1933333333333,29.2,577.897313612024,195.824175824176,1.87559506027705,7.4,0.703972825382987,10.2,6.4,5.42001183210946,0.123808065863457
1467,8,0.00021362956633198,0.00726340525528733,0.000640888698995941,0,0.000427259132663961,4502.65764366216,9054.11423166519,4503.40169335168,34.7782407971354,3331.59222856731,0.134045379045294,0.735454374391809,66.6,204,0,5.42001183210946,0.174589453970847,0.0739896684326306,0.282418286690878,0.0260628070925016,0.0393078402050844,0.130398322851153,325.6,169.4,95.1933333333333,29.2,577.897313612024,195.824175824176,1.87559506027705,7.4,0.703972825382987,10.2,6.4,5.42001183210946,0.123808065863457
1468,9.8,0.000405679513184584,0.00831643002028398,0.000608519269776876,0,0.000608519269776876,5312.34587681084,10476.674384802,4498.95721220408,35.0473228771792,6106.83344812632,0.145646358371897,0.839241855507957,70.8,210,0,8.34185201934158,0.694506141748124,0.0714679988368657,0.274847870182556,0.0265720081135903,0.0302231237322515,0.109369024856597,327,121.8,52.88,28.8,7056.40760672103,7662.38894703162,19.9592844096449,47,23.9041644322426,47.6,1.8,8.34185201934158,0.130338028592213
1469,9.8,0.000405679513184584,0.00831643002028398,0.000608519269776876,0,0.000608519269776876,5312.34587681084,10476.674384802,4498.95721220408,35.0473228771792,6106.83344812632,0.145646358371897,0.839241855507957,70.8,210,0,8.34185201934158,0.694506141748124,0.0714679988368657,0.274847870182556,0.0265720081135903,0.0302231237322515,0.109369024856597,327,121.8,52.88,28.8,7056.40760672103,7662.38894703162,19.9592844096449,47,23.9041644322426,47.6,1.8,8.34185201934158,0.130338028592213
1470,9.8,0.000405679513184584,0.00831643002028398,0.000608519269776876,0,0.000608519269776876,5312.34587681084,10476.674384802,4498.95721220408,35.0473228771792,6106.83344812632,0.145646358371897,0.839241855507957,70.8,210,0,8.34185201934158,0.694506141748124,0.0714679988368657,0.274847870182556,0.0265720081135903,0.0302231237322515,0.109369024856597,327,121.8,52.88,28.8,7056.40760672103,7662.38894703162,19.9592844096449,47,23.9041644322426,47.6,1.8,8.34185201934158,0.130338028592213
1471,9.2,0.00060618306728632,0.00727419680743585,0.000808244089715094,0.000202061022428773,0.000404122044857547,4669.98877435283,9145.69610046117,4439.49787678749,35.2120300656543,5754.68562156132,0.15965059333687,0.760743544933732,74.6,196.6,0,4.93098036036393,1.23675031494362,0.0775866267760382,0.280662760153566,0.025863810870883,0.0301070923418872,0.117625231910946,333.2,120.6,52.6466666666667,28.6,7829.58327969916,6756.04276787756,24.3260473092739,54.2,25.2497803855849,51.2,1.8,4.93098036036393,0.130175105521528
1472,8.6,0.000204876049989756,0.00717066174964147,0.00102438024994878,0,0.000409752099979512,4274.3734826538,8493.25227075234,3871.1197086351,34.9406679039707,6467.36199232061,0.160427425472667,0.877994089593616,74.6,223.6,0,6.20752821445069,3.40920832779243,0.0755696637014211,0.271460766236427,0.0264290104486785,0.0280680188485966,0.130740587505172,318.2,107.2,52.42,29,7815.79936112369,5712.86236480747,38.4199425252655,89.8,12.3562062418994,30.4,2,6.20752821445069,0.129871259453787
1473,8.2,0.000414679659962679,0.0068422143893842,0.0010366991499067,0,0.000207339829981339,5036.32340141876,10261.2953739398,3746.44250304913,34.9209786475348,6903.20008755174,0.154829312471333,0.846519738490696,73.2,213.6,0,8.27226052645153,3.2214477598893,0.0770078965789644,0.278042712004976,0.00953763217914161,0.034833091436865,0.122314049586777,311,100.4,50.5266666666667,29,7616.94962263218,6646.2150204271,35.8926643537276,79.4,13.4043041488088,36,2,8.27226052645153,0.127479404319534
1474,5.6,0.00029940119760479,0.00718562874251497,0.000898203592814371,0,0,3235.38342865702,6707.5410582093,4091.74368164642,34.5280840602828,4859.71327024058,0.117497106282825,0.597720945514578,58,173,0,1.519652771923,0.391744452045111,0.0192245124126283,0.310479041916168,0.0149700598802395,0.0568862275449102,0.187456926257753,255.4,97.4,48.3133333333333,28.6,5182.62131643779,3083.16735693108,16.1202757081415,37.6,6.17747640410166,23,2,1.519652771923,0.0835217402416177
1475,4.8,0.000303859009419629,0.00607718018839259,0.000911577028258888,0,0,3284.6872829553,6794.91862810372,4067.91629714764,34.6529655490195,4889.86091381142,0.117168714639034,0.607848786350814,57.2,172,0,1.62106481493167,0.367644578080373,0.0184339614550213,0.315101792768156,0.0151929504709815,0.0577332117897296,0.18964310706788,255.4,98.8,48.6333333333333,28.6,5189.66691085861,3163.46299155498,16.1238322303907,36.8,6.33147159014502,23,2,1.62106481493167,0.0825256465232517
1476,3,0,0.00399262899262899,0.000614250614250614,0,0,2974.05949971376,6703.79366086427,3906.80073426857,34.918723059956,4793.00177196332,0.127625259684704,0.588287972730942,60.6,168.6,0,1.63251650714477,0.577972738222261,0.021397031635224,0.316031941031941,0.0187346437346437,0.0515970515970516,0.151875,251.6,100,47.8466666666667,28.8,6602.75472085581,3161.55986937959,21.4198052916658,44,5.84189772911028,20.6,2,1.63251650714477,0.0823362831252361
1477,3.4,0,0.00500625782227785,0.000312891113892365,0,0,3182.0304656328,6773.53470824647,3931.62871191529,34.8712304452098,4739.10613182711,0.121239458976834,0.547101400878766,62,171.6,0,1.77891896514081,0.389875597372311,0.0178543805926419,0.309449311639549,0.0168961201501877,0.0600750938673342,0.12901195720579,247,97.8,47.4866666666667,28.6,6524.71448381382,3174.60300415627,18.3434974106936,37.8,5.99225575576057,21.6,2,1.77891896514081,0.0817830260820184
1478,3.2,0,0.00395136778115502,0.000303951367781155,0,0.00060790273556231,3666.39542005055,7507.3212741245,4132.54400697529,35.0594134971849,4456.58777410194,0.117317025966174,0.607442246036331,57,167.4,0,2.92097758659693,0.35148961978647,0.0169048706288023,0.303343465045593,0.0182370820668693,0.0604863221884498,0.168094924192485,251.4,98.6,49.5533333333333,28.8,5671.26847498453,3376.34546992442,16.9030819190604,37.8,6.66451206632393,27,2,2.92097758659693,0.0836509308244325
1479,5.4,0,0.00596171948540948,0.00156887354879197,0.000627549419516787,0.000313774709758393,3264.37541678999,6749.77427004869,4251.03910969256,34.7019818440101,4121.89508807839,0.115004156490291,0.540347188800315,56.2,163,0,1.51039284915398,0.111005350049243,0.0168312024696321,0.316912456855977,0.0141198619391277,0.0602447442736115,0.174318030605456,249.4,99.8,48.8666666666667,29.2,6372.25090960317,3387.25142225179,17.4294433562553,36.4,6.63784241514413,22.6,2,1.51039284915398,0.0806079741283869
1480,5.4,0,0.00596171948540948,0.00156887354879197,0.000627549419516787,0.000313774709758393,3264.37541678999,6749.77427004869,4251.03910969256,34.7019818440101,4121.89508807839,0.115004156490291,0.540347188800315,56.2,163,0,1.51039284915398,0.111005350049243,0.0168312024696321,0.316912456855977,0.0141198619391277,0.0602447442736115,0.174318030605456,249.4,99.8,48.8666666666667,29.2,6372.25090960317,3387.25142225179,17.4294433562553,36.4,6.63784241514413,22.6,2,1.51039284915398,0.0806079741283869
1481,4,0,0.0051150895140665,0.000959079283887468,0.000319693094629156,0,3362.81002200939,7124.70159074988,3924.62854832862,35.0052061347776,4983.83075669442,0.118220207332846,0.557678371384413,58,170.2,0,2.10897103957012,0.190220661491382,0.0209319138553436,0.339833759590793,0.0182225063938619,0.0495524296675192,0.148922686945501,255,96.4,44.16,28,6321.52017817473,3330.89402722969,21.2845338467424,41.4,8.25191443386514,24.2,1.6,2.10897103957012,0.10607074017296
1482,4.4,0,0.00596619158104077,0.000994365263506795,0,0.000331455087835598,3076.29041175837,6863.75586148538,3780.51650572272,34.8038176636611,5235.18576444349,0.0930621648158506,0.615565672074937,59.2,188.2,0,1.87695700435855,0.16461826413268,0.0228691025389755,0.326483261518064,0.0195558501823003,0.0510440835266821,0.117272147864882,239.6,90,43.8466666666667,28.8,6959.32705506405,4822.6288776432,22.8840239966155,45,9.30447908517498,27.4,1.8,1.87695700435855,0.102085616176025
1483,4.4,0,0.00596619158104077,0.000994365263506795,0,0.000331455087835598,3076.29041175837,6863.75586148538,3780.51650572272,34.8038176636611,5235.18576444349,0.0930621648158506,0.615565672074937,59.2,188.2,0,1.87695700435855,0.16461826413268,0.0228691025389755,0.326483261518064,0.0195558501823003,0.0510440835266821,0.117272147864882,239.6,90,43.8466666666667,28.8,6959.32705506405,4822.6288776432,22.8840239966155,45,9.30447908517498,27.4,1.8,1.87695700435855,0.102085616176025
1484,4.4,0,0.00596619158104077,0.000994365263506795,0,0.000331455087835598,3076.29041175837,6863.75586148538,3780.51650572272,34.8038176636611,5235.18576444349,0.0930621648158506,0.615565672074937,59.2,188.2,0,1.87695700435855,0.16461826413268,0.0228691025389755,0.326483261518064,0.0195558501823003,0.0510440835266821,0.117272147864882,239.6,90,43.8466666666667,28.8,6959.32705506405,4822.6288776432,22.8840239966155,45,9.30447908517498,27.4,1.8,1.87695700435855,0.102085616176025
1485,5.4,0.000641025641025641,0.00512820512820513,0.00192307692307692,0,0.000961538461538462,3212.03210031267,6778.78098716905,3842.10036548724,34.790757683468,4804.64461975329,0.0785351674999073,0.660749681323883,47.6,182.2,0,1.93462985568017,0.215135486702687,0.0386787393743289,0.312179487179487,0.0176282051282051,0.0602564102564103,0.121368624919303,243.4,98.4,43.0666666666667,28.8,6835.08499420626,4550.0422495754,17.4301724566241,40.4,8.61141550722929,26.8,1.8,1.93462985568017,0.148950084481872
1486,6.4,0,0.00817757009345794,0.000876168224299065,0,0.000292056074766355,3628.91432415373,7386.01745266436,3625.34477711982,34.7094600256893,5856.27817575323,0.0901763072289955,0.698486035191879,56.8,194.2,0,3.62990427644167,0.522168517808724,0.0330391909637602,0.338200934579439,0.0151869158878505,0.0455607476635514,0.123020063357973,273.2,94.4,41.8866666666667,28.4,7332.27974215308,5919.98005611097,23.9284704799145,51.8,12.5871415624502,28.8,1.6,3.62990427644167,0.142771423555522
1487,2.6,0,0.00352982703847511,0.000705965407695023,0,0.000352982703847511,3262.25131892523,6835.0882462905,3914.27180083338,34.9656467004166,4120.55752768181,0.0755167656791912,0.531207250426948,46.6,167.2,0,1.82170536751493,0.119686083426949,0.0380030202692316,0.333921637839746,0.0183551006000706,0.0642428521002471,0.138947368421053,236,96.6,47.0866666666667,28.4,5398.12012661451,3197.03195005429,15.5227232306386,33.4,6.00040921439836,23.8,2,1.82170536751493,0.0855593035176391
1488,4.2,0,0.00540357987166498,0.00168861870989531,0,0,3249.1099391379,7210.97082182535,3646.50526452653,34.6845655971784,4824.37480982539,0.0693972592484505,0.715503576220981,43.2,204.2,0,2.95730644008894,0.571395204308668,0.0327950465553918,0.324890239783857,0.0185748058088484,0.0641675109760216,0.129770992366412,241.4,98,46.2866666666667,28.4,5369.38285429377,2830.91274193318,15.5711441127549,33.2,5.0595747223725,19.6,2,2.95730644008894,0.169363609081026
1489,5.4,0,0.00698451260249013,0.000607348921955664,0,0.000607348921955664,3617.86913646231,7501.10212092261,3650.11181189933,35.2288929094061,5831.08631114658,0.0793419845248375,0.796223865259557,50.6,210.2,0,3.79497487528454,0.613826016522778,0.0322207056811295,0.340115396295172,0.0160947464318251,0.0534467051320984,0.109365558912387,269.8,90.4,41.0066666666667,27,7373.55702717553,4896.69856769945,19.3335411560813,44,7.93599115975012,24.8,1.8,3.79497487528454,0.127343335771904
1490,3.4,0,0.004418762746431,0.000679809653297077,0.000339904826648538,0.000339904826648538,2948.27860513974,6717.61870739124,3619.39652900073,35.0338458692895,4780.28913208891,0.0752835049781417,0.688397897591461,46.6,191.2,0,2.57989138014661,0.271058315728449,0.0378958712812286,0.331067301155676,0.0197144799456152,0.0622025832766825,0.106534090909091,243,91.8,45.4733333333333,28,6047.30999908622,3135.18483525884,16.1184525187552,34.8,4.79486491565942,20.4,2,2.57989138014661,0.113982705734073
1491,3.4,0,0.004418762746431,0.000679809653297077,0.000339904826648538,0.000339904826648538,2948.27860513974,6717.61870739124,3619.39652900073,35.0338458692895,4780.28913208891,0.0752835049781417,0.688397897591461,46.6,191.2,0,2.57989138014661,0.271058315728449,0.0378958712812286,0.331067301155676,0.0197144799456152,0.0622025832766825,0.106534090909091,243,91.8,45.4733333333333,28,6047.30999908622,3135.18483525884,16.1184525187552,34.8,4.79486491565942,20.4,2,2.57989138014661,0.113982705734073
1492,4.8,0.000308356460067838,0.00524205982115325,0.00154178230033919,0.000308356460067838,0,3436.48310045053,7633.83321565862,3619.9398298643,34.9740368254107,5462.28945610051,0.0863911700567009,0.745165695804186,55.8,208.6,0,3.91048019737758,0.831803020937514,0.0489168305290285,0.352451433857539,0.0132593277829171,0.0487203206907185,0.106320141760189,268.8,91,45.1866666666667,29.2,6191.17739421462,3001.37521784831,23.375272780201,48.8,5.48297954788749,20.6,1.8,3.91048019737758,0.101825985768318
1493,4.8,0.000308356460067838,0.00524205982115325,0.00154178230033919,0.000308356460067838,0,3436.48310045053,7633.83321565862,3619.9398298643,34.9740368254107,5462.28945610051,0.0863911700567009,0.745165695804186,55.8,208.6,0,3.91048019737758,0.831803020937514,0.0489168305290285,0.352451433857539,0.0132593277829171,0.0487203206907185,0.106320141760189,268.8,91,45.1866666666667,29.2,6191.17739421462,3001.37521784831,23.375272780201,48.8,5.48297954788749,20.6,1.8,3.91048019737758,0.101825985768318
